id,z1,z2,z3,z4,z5,z6,z7,z8,z9
96,0.313794,-0.136114,-2.224306,0.403832,1.035152,-1.402335,0.206024,-0.820841,0.308831
97,0.041277,0.042923,-2.049695,1.315879,0.604367,-1.322613,0.567839,-0.552384,0.318531
98,0.447653,-0.511504,-2.0653,0.168348,0.248037,-1.375626,0.715676,-0.417383,0.327263
99,0.314363,-0.124998,-2.182134,-0.709861,-0.551816,-1.438555,1.181733,-0.219758,0.396274
100,-0.74729,-1.373461,-1.790117,0.025219,-1.508835,-1.985122,1.804758,0.030592,0.475393
101,0.54626,-0.370532,-1.79249,-0.751435,-1.507191,-2.051802,0.550027,1.230624,0.874803
102,0.063022,-0.65414,-1.892517,0.022326,-1.073928,-2.039455,-0.147778,1.122592,0.811106
103,-0.454986,-1.052408,-1.96801,0.54129,-0.141828,-2.14483,-0.030711,1.089345,0.752431
104,0.536604,0.113226,-2.035859,-0.123105,-0.089982,-2.16283,0.711744,1.14851,0.731272
105,0.276052,0.076423,-2.14883,1.141879,-0.102432,-2.265879,0.624635,0.921469,0.628371
106,0.327279,0.012225,-2.117328,0.468338,0.282418,-2.043713,-0.055739,0.728504,0.570521
107,-1.774788,-0.976172,-2.012281,0.579137,0.440436,-2.010841,0.245075,0.627169,0.536664
108,-1.290225,-0.944676,-2.126872,1.030278,0.782214,-1.925518,0.707388,0.688696,0.523702
109,3.688845,1.041301,-1.653223,0.768615,0.848264,-1.762357,0.293506,0.559977,0.431205
110,1.209806,0.194754,-1.72709,0.349875,0.895993,-1.754184,0.88953,0.611033,0.415293
111,-0.407804,-0.699737,-1.90628,-0.91234,-0.67826,-1.428827,1.172347,0.623775,0.379525
112,0.864658,-0.235518,-1.982903,-0.636918,-1.489607,-1.763613,0.811712,0.465603,0.319489
113,0.71642,-0.184524,-1.966044,0.985036,-0.648241,-1.777698,0.51408,0.238315,0.260737
114,-0.329935,-0.406763,-1.99973,-1.382237,-0.835008,-2.043114,1.229024,0.235095,0.243675
115,0.157919,0.17679,-2.073371,-0.8888,-0.646572,-2.009859,1.09951,0.430562,0.273242
116,0.109284,0.147212,-2.072012,1.13342,-0.104439,-1.855691,0.748849,0.383541,0.286667
117,1.388036,0.380963,-2.033817,0.62865,-1.276975,-1.974049,1.375596,0.545284,0.319435
118,1.706839,0.569349,-1.994945,-0.347698,-1.237577,-1.992288,1.337346,0.666023,0.368645
119,-0.425461,0.383941,-1.855719,-0.610558,-1.055207,-2.172111,1.686803,0.959909,0.425551
120,1.793201,1.722321,-1.366158,0.455447,-0.394308,-2.094461,1.431536,1.038127,0.463798
121,0.118674,1.085181,-1.111959,0.21969,-0.117891,-2.127057,1.190697,0.987334,0.485482
122,1.03736,0.817934,-1.101718,0.05295,-0.315396,-2.196758,1.427004,1.168795,0.537953
123,0.466067,-0.946598,-1.752541,-0.921006,-0.246336,-2.117465,1.842204,1.274151,0.598449
124,0.571796,-0.36173,-1.757357,0.041277,0.042923,-2.049695,1.597394,1.261268,0.67354
125,-0.991661,-1.007768,-1.972378,1.183477,0.781697,-1.228716,0.540213,0.888408,0.655205
126,-0.748849,-0.885205,-1.914559,-0.749958,-1.475639,-1.764157,0.332154,0.738719,0.626413
127,0.084549,-0.784233,-1.950116,-0.650369,-0.475259,-2.025551,0.452168,0.719273,0.629796
128,-0.941376,-0.532147,-2.02352,-0.037659,-0.819198,-2.148749,-0.526326,0.515671,0.612578
129,0.315089,0.284562,-1.981853,1.464606,0.911141,-1.766994,-0.349413,0.763978,0.660335
130,1.078101,0.215703,-1.925239,0.588989,1.24545,-1.562568,0.40019,0.83767,0.642439
131,-0.138508,1.095711,-0.983787,-2.094341,-0.816284,-1.99341,0.338501,0.915948,0.620239
132,0.457147,0.819987,-1.000851,0.204381,-0.293887,-1.807322,0.474611,0.861183,0.564056
133,0.041638,-0.281251,-2.036379,0.666845,-0.646875,-2.036927,-0.00139,0.737695,0.530739
134,0.132514,-0.303477,-1.938738,0.301515,-0.380951,-2.000652,0.435145,0.853937,0.539706
135,0.304437,-0.285844,-1.940546,0.225921,-0.080775,-2.093549,0.728791,0.870262,0.547376
136,-1.081181,-0.623578,-1.97652,0.448459,1.654822,-1.32091,0.966073,0.975236,0.551599
137,-0.418336,0.091913,-1.914193,1.432268,1.164389,-1.091144,0.538227,0.834485,0.533099
138,-0.166658,0.19733,-1.934335,0.807892,-0.641776,-1.79522,0.56577,0.883663,0.588602
139,0.796978,0.632609,-1.874167,1.024581,-0.325603,-1.804155,0.611179,0.710103,0.576795
140,1.59365,1.63201,-1.374739,-2.045232,-1.00074,-2.119583,0.968147,1.028258,0.631418
141,2.395315,1.492235,-0.758156,0.795819,-0.871748,-1.879786,0.266766,1.005053,0.639
142,0.649934,0.070623,-1.839549,0.544189,0.14255,-1.997641,-0.252432,0.799382,0.654058
143,0.770908,0.03454,-1.936106,2.675828,1.062113,-0.994168,-0.119614,0.859654,0.648244
144,-0.671896,-0.419203,-2.058518,0.197842,-0.344168,-1.805908,-0.069502,0.853513,0.660163
145,1.450706,0.988876,-1.605202,1.741508,0.567353,-1.773667,0.47664,1.05959,0.728998
146,-0.800205,-0.590653,-1.843799,3.286563,1.18211,-1.658933,1.542061,1.637082,0.769186
147,-1.423949,-0.617599,-2.001506,2.810887,1.035,-1.627436,1.389883,1.454587,0.768615
148,-1.764352,-0.928814,-2.073726,-0.991661,-1.007768,-1.972378,0.110794,1.121156,0.688833
149,-1.382943,-0.350377,-1.954865,0.063473,-0.43513,-1.998905,-0.861439,0.993532,0.628287
150,1.629947,0.891999,-1.784956,2.185695,0.903543,-1.825903,-0.535417,0.854348,0.573279
151,0.566031,1.131518,-1.702035,0.514056,0.79587,-1.552773,0.520446,1.007213,0.58819
152,0.86795,1.37701,-0.807195,0.510035,1.959502,-1.023442,0.99844,1.124696,0.651073
153,-0.929788,-1.081266,-1.692274,2.637935,1.31539,-0.90943,1.022985,1.037189,0.678387
154,-0.323784,-0.929239,-1.705533,0.06616,-0.2554,-2.022193,1.138767,0.967028,0.671524
155,-0.277928,-0.558114,-1.759316,1.97317,1.22188,-1.600903,0.247153,0.456508,0.582626
156,0.397481,-0.259207,-1.762569,-1.494972,-0.991276,-1.953309,0.116931,0.514348,0.538696
157,0.044108,0.01835,-1.81661,0.523112,-0.654767,-1.899607,-0.307425,0.311906,0.523408
158,0.452843,-0.113127,-1.951469,0.300598,-0.169306,-1.931163,-0.328015,0.000264,0.432996
159,-0.213678,0.497458,-1.764986,-0.166658,0.19733,-1.934335,0.809118,0.407241,0.462851
160,0.14529,0.948589,-1.746715,0.796978,0.632609,-1.874167,0.723753,0.327326,0.437178
161,-0.214289,-0.611597,-1.807849,0.526053,0.962717,-1.797133,-0.130714,0.104379,0.401272
162,-2.078219,-1.028616,-2.058244,-0.094733,1.907773,-0.9399,0.13124,0.125463,0.395753
163,-0.72358,-0.066038,-1.879781,0.088588,-0.364317,-1.725135,0.107411,0.161185,0.358116
164,1.461995,0.983637,-1.709676,0.376297,-0.126145,-1.903945,0.090177,-0.212834,0.294084
165,-0.38334,2.021435,-0.867967,1.517505,1.084531,-1.720586,-0.287334,-0.372427,0.203644
166,-0.233714,1.462038,-0.851549,-0.318272,-0.383076,-1.813471,0.082815,-0.227495,0.172615
167,-0.488772,1.181636,-0.726415,-0.310901,-0.636684,-1.84509,0.850892,-0.099344,0.195857
168,0.077071,-0.265436,-1.816213,-1.005587,-0.422145,-1.943063,0.483425,-0.142302,0.128146
169,-0.935584,0.058868,-1.93824,-1.271781,-0.223498,-1.936862,-0.571664,-0.477128,0.066673
170,-0.362217,-0.377237,-1.796803,-0.376656,0.188594,-1.885372,-0.477214,-0.438051,0.048175
171,0.474811,-0.607544,-1.787323,-0.172952,0.218157,-1.884892,-0.522317,-0.516204,0.020565
172,-1.091801,-1.35679,-2.052708,-0.03309,0.409328,-1.911986,0.182783,-0.404263,0.054338
173,0.748173,2.122569,-0.886691,0.238702,0.966582,-1.660981,0.287454,-0.434992,0.044716
174,-0.057764,-0.763188,-1.767337,-0.611133,0.743619,-1.527735,-0.226254,-0.522154,-0.028395
175,0.15638,-0.522691,-1.793462,-0.372021,2.11099,-1.079899,0.10621,-0.486696,0.006613
176,-1.105283,-0.050401,-1.911095,0.333491,2.261265,-0.912085,0.256314,-0.498204,0.010587
177,-0.553682,-0.004057,-1.918036,0.050213,1.229574,-0.805967,0.974702,-0.118071,0.033642
178,-1.250689,0.366438,-1.748539,-0.062409,1.068307,-0.7777,1.200371,0.240037,0.150436
179,0.66888,0.965664,-1.608251,0.397481,-0.259207,-1.762569,2.573861,0.880666,0.306202
180,-0.61501,-1.274761,-2.030829,1.320698,0.237693,-1.811076,1.983698,1.037901,0.394706
181,0.324349,-0.496745,-1.974176,0.495371,0.068596,-1.928291,1.567383,1.104566,0.434134
182,0.046001,-0.299777,-1.795348,-1.015203,-0.774063,-1.982115,0.88914,1.055386,0.464021
183,0.149136,-0.032008,-1.802304,-0.391563,-0.167928,-1.832525,1.53527,1.327863,0.603413
184,0.974837,0.546615,-1.720528,0.508797,0.43335,-1.850133,1.222352,1.108332,0.615614
185,0.668603,-0.479614,-1.65201,1.053982,1.301406,-1.608537,0.451688,0.791694,0.601603
186,0.827555,0.948678,-1.614134,0.008145,0.995853,-1.522022,-0.73465,0.447771,0.57005
187,-0.144058,-0.769923,-1.842308,-0.290881,2.155714,-0.968598,-0.836078,0.375746,0.549324
188,1.538461,0.203071,-1.644548,0.38778,0.012476,-1.942689,-1.038534,0.211766,0.530372
189,1.441424,2.079413,-1.127215,-0.30172,-0.083544,-1.957448,-0.553021,0.177884,0.564284
190,-0.253142,1.472999,-0.981682,-0.935142,0.549558,-1.836024,0.09687,0.186826,0.569479
191,0.165279,1.939996,-0.86181,1.511877,1.401052,-1.570456,-0.776509,-0.114982,0.537201
192,0.151849,1.999804,-0.811102,-0.362217,-0.377237,-1.796803,-1.570508,-0.710333,0.452581
193,1.371484,1.440916,-0.368943,0.086666,-0.313029,-1.784056,-1.806548,-1.107099,0.3947
194,0.93324,0.251055,-1.867931,0.474811,-0.607544,-1.787323,-1.988871,-1.316725,0.337328
195,0.664521,0.157336,-1.835538,-1.997559,-1.469047,-2.067858,-1.425384,-1.40578,0.339222
196,0.67009,0.223389,-1.750986,-0.739417,-0.758695,-2.013012,-0.015092,-0.898597,0.333182
197,1.891068,-0.22015,-1.77155,-0.440291,-0.717854,-2.011918,0.840464,-0.74916,0.384102
198,1.411419,-0.298816,-1.736282,1.174942,1.506905,-1.530138,0.867127,-0.658917,0.395526
199,0.981785,0.66716,-1.539678,1.465593,1.543326,-1.510134,1.612793,-0.107116,0.442651
200,0.389096,1.743281,-1.330308,0.972459,1.317473,-0.505722,1.811133,0.088371,0.493316
201,1.091723,0.220144,-1.6858,-0.819366,-0.953349,-1.721457,-0.58805,0.986901,0.78376
202,0.577867,0.329986,-1.818203,-0.720283,-0.971763,-1.760686,-0.157777,0.999212,0.765743
203,1.128076,0.423567,-1.81463,0.329882,0.120573,-1.914112,0.393038,1.07059,0.757766
204,0.723859,0.253099,-1.853879,-1.105283,-0.050401,-1.911095,0.475567,0.907801,0.699565
205,-0.930744,0.011858,-1.812674,0.546138,0.982717,-1.602062,0.591821,0.921361,0.649707
206,0.069449,0.501208,-1.693218,-0.528868,-0.276269,-1.804687,0.377319,0.717248,0.55897
207,0.837318,-0.21149,-1.842133,-0.910659,-0.923267,-2.022163,0.583163,0.740911,0.533383
208,0.466607,1.165762,-1.396427,0.409388,-0.631596,-1.982926,0.984065,0.754708,0.511365
209,-0.238361,1.187527,-1.488852,0.324349,-0.496745,-1.974176,1.136115,0.64335,0.476613
210,0.219534,2.008329,-0.986813,0.205919,0.60952,-1.650096,0.890323,0.614985,0.403628
211,0.451933,2.052222,-0.63546,1.103549,1.422359,-1.554263,0.528755,0.481428,0.385618
212,-1.85055,0.86078,-0.577711,-0.396101,1.377869,-1.26341,1.25123,0.573163,0.324131
213,-0.451117,1.147514,-0.151077,0.532187,1.613347,-1.030431,0.760977,0.486411,0.263763
214,-0.86495,-0.246996,-1.69135,-0.210798,1.235406,-0.546127,0.410089,0.210159,0.234678
215,0.867499,0.537324,-1.774822,0.536249,0.202001,-1.849191,0.713908,0.328445,0.258982
216,-0.68493,0.038311,-1.842144,0.019669,-0.097106,-1.759323,0.528387,0.282628,0.27481
217,0.216154,0.547106,-1.707071,0.245485,-0.885263,-1.964801,1.005381,0.390825,0.297393
218,0.312361,-0.281534,-1.817414,0.898078,-0.399385,-1.931367,0.670377,0.639573,0.323437
219,1.039643,0.83053,-1.383697,0.971195,-0.475839,-1.93736,1.532806,0.999512,0.382308
220,-0.483731,1.787101,-0.92684,0.421962,-0.286576,-1.758609,0.999803,0.969444,0.453279
221,0.54594,2.031544,-0.658513,0.83135,1.521045,-1.566566,0.62747,0.809025,0.458906
222,-0.054714,2.0048,-0.474275,0.165279,1.939996,-0.86181,1.560394,1.119599,0.572847
223,-1.525171,-0.080567,-1.661356,0.151849,1.999804,-0.811102,1.904854,1.161689,0.62216
224,-0.745322,-0.027304,-1.849197,-1.519511,1.197116,-0.75941,1.388423,1.203543,0.66738
225,0.478093,0.394982,-1.747808,-0.013253,1.076111,-0.554386,1.02616,1.051006,0.688614
226,-0.007153,0.457005,-1.760215,0.47516,-0.262563,-1.691756,0.535972,0.827732,0.65258
227,0.156851,-0.061649,-1.739873,0.837116,-0.068446,-1.768028,-0.625533,0.455276,0.621442
228,0.510764,-0.276473,-1.673408,-0.507151,-0.100998,-1.913818,-0.801193,0.449892,0.62421
229,0.17605,-0.396842,-1.663944,-1.240281,-0.06693,-1.860953,-0.992102,0.327076,0.607657
230,1.214186,0.929053,-1.288609,-0.006707,0.583435,-1.651192,-0.135879,0.807984,0.617662
231,0.563067,1.51074,-1.118006,0.320084,-0.434951,-1.905833,0.275852,0.826011,0.604977
232,-0.131449,1.422633,-0.187871,0.434267,-0.798137,-1.886639,0.335849,0.797627,0.570276
233,-0.518963,0.133945,-1.468377,0.397323,0.104,-1.622711,0.365588,0.766096,0.551888
234,-0.8287,0.168747,-1.603336,1.194875,0.465886,-1.520254,0.847059,0.885701,0.540823
235,-0.671435,0.248804,-1.655695,-0.025016,1.945917,-0.848934,1.932183,1.072621,0.581297
236,0.344546,0.952161,-1.651482,1.55655,1.577548,-0.26029,1.944901,1.078943,0.576189
237,0.002388,0.341353,-1.796867,0.262858,-0.022203,-1.715753,1.086483,1.057999,0.553757
238,0.887411,0.486479,-1.713626,-0.930744,0.011858,-1.812674,1.305405,0.939262,0.579298
239,0.250243,0.367195,-1.718486,0.401788,0.527067,-1.702827,0.419777,0.694968,0.545084
240,-0.654414,0.933325,-1.240018,0.585559,-0.185446,-1.838671,0.867198,0.770339,0.622599
241,-0.773681,1.514066,-0.73755,-0.258846,-0.050162,-1.634486,0.117016,0.791232,0.614445
242,-0.14171,1.84824,-0.449999,-0.238361,1.187527,-1.488852,-0.076487,0.878363,0.618478
243,0.113468,1.890836,-0.228739,0.549739,1.828414,-1.102826,0.059504,0.959589,0.642943
244,1.245128,1.739141,-0.064225,0.59924,2.125406,-0.967647,-0.22319,0.940917,0.636257
245,-0.250145,0.450392,-1.502371,-0.621454,1.702936,-0.989869,0.946164,1.368962,0.665222
246,0.836134,0.617494,-1.705309,0.549762,2.077973,-0.703623,1.60165,1.568137,0.731237
247,0.720145,0.492591,-1.671338,1.04117,1.060538,-1.566532,0.649819,1.620562,0.690903
248,0.950009,0.30025,-1.547116,0.216154,0.547106,-1.707071,-0.050819,1.318318,0.656721
249,1.060385,1.882851,0.101979,0.652353,0.552766,-1.711691,-1.06634,0.993047,0.581752
250,0.063239,0.415797,-1.513068,-0.129238,-0.333669,-1.832913,-0.501592,0.982201,0.540769
251,1.147685,0.547082,-1.427853,0.297788,1.125132,-1.400702,-0.24061,0.969038,0.558992
252,0.552662,0.589652,-1.359571,0.834909,1.638716,-1.198628,1.078921,1.137205,0.604242
253,-0.604076,0.43909,-1.296155,-0.517542,1.700134,-1.079101,1.327424,1.200248,0.64431
254,-0.543525,0.384817,-1.300095,0.117972,1.998971,-1.004972,1.266293,1.094107,0.618914
255,-0.258519,0.366353,-1.259543,-0.337599,1.661525,-0.892967,0.470552,0.853454,0.561393
256,-0.115922,0.415202,-1.239726,1.980916,1.758338,-0.117768,0.596165,0.883749,0.545515
257,1.629231,1.176429,-0.973519,-0.425073,0.169846,-1.841835,0.426249,0.87229,0.511346
258,-0.529738,0.774717,-0.720651,1.444083,-0.054691,-1.641208,-0.044073,0.460426,0.468674
259,0.140514,1.836326,-0.098035,-0.087552,-0.203065,-1.625621,0.549092,0.395188,0.416697
260,1.31308,1.933571,0.029061,1.305528,0.752511,-1.304856,0.328708,0.336537,0.398035
261,0.891817,2.181326,0.333507,-0.307191,1.244817,-1.256586,-0.301856,0.339297,0.364357
262,-1.219816,-0.070293,-1.254298,0.199808,2.023071,-0.289111,0.09016,0.292573,0.372223
263,0.23438,0.707148,-1.545529,-0.615596,1.515433,-0.361994,0.083003,0.216146,0.321788
264,0.631952,0.869726,-1.55053,0.939378,0.997085,-1.536502,0.19327,0.051034,0.256448
265,0.887791,0.841432,-1.608791,0.194178,0.318763,-1.825807,0.472004,0.032434,0.197676
266,-0.425798,0.432418,-1.30192,1.525379,0.440118,-1.676722,0.218848,-0.167871,0.154918
267,-0.055325,0.647069,-0.735669,0.441588,0.063007,-1.721691,0.876312,-0.049014,0.16494
268,0.713346,1.765229,-0.175939,0.405176,-0.114517,-1.678971,0.069418,-0.268188,0.122778
269,-0.346067,1.684291,0.00972,0.028031,0.050961,-1.586083,-0.26674,-0.456593,0.035027
270,0.985689,1.974977,0.239485,-0.186906,-0.005256,-1.469409,0.017487,-0.453867,0.046369
271,-1.070301,0.472185,-1.352521,1.148465,0.825656,-1.280031,-0.035907,-0.334503,0.02355
