id,z1,z2,z3,z4,z5,z6,z7,z8,z9
34,0.508047,-0.499197,-1.458704,1.044257,0.230406,-1.19499,0.748754,0.819892,0.024233
35,-0.279348,-0.280932,-1.001901,0.953621,0.056298,-1.675913,-0.41612,0.3038,-0.052731
36,-0.052013,-0.463912,-0.99528,-0.355216,0.405915,-1.011592,-0.123119,-0.138111,-0.140316
37,-0.234469,0.643086,-1.223031,-0.445426,0.088928,-1.42233,-0.265407,-0.232762,-0.185928
38,-0.07221,0.088928,-1.125862,-1.120709,-1.246155,-1.641716,1.240279,0.263384,-0.098671
39,-0.237406,-0.876693,-1.226793,0.307562,-0.503407,-1.470787,-0.134581,-0.023613,-0.310414
40,1.804409,-1.246155,-0.987237,1.193058,0.333088,-1.15786,0.696991,0.191922,-0.301319
41,-1.447829,0.68551,-0.253725,-0.91939,0.167504,-0.991267,0.301841,0.232245,-0.365365
42,-0.420819,-0.503407,-0.923233,-0.290855,-0.057169,-1.210781,-0.288269,0.010193,-0.450995
43,0.043972,-1.594215,-0.724937,-0.464299,-1.573236,-1.472203,-0.61165,-0.050621,-0.543239
44,-0.2195,0.708281,-0.747441,-0.331023,-0.42175,-1.258244,0.305388,0.406318,-0.543792
45,-0.180186,0.190011,-0.107929,1.053063,1.051518,-0.634261,0.175864,0.384717,-0.589335
46,1.213095,0.49957,-0.477474,0.067328,0.312614,-1.149712,0.08251,0.402648,-0.643246
47,0.010561,-0.563311,-0.721583,-0.007785,0.748873,-0.990219,-0.045323,0.182835,-0.62273
48,-0.608519,0.902026,-0.698076,0.42052,1.550797,-0.731358,-0.199559,0.056509,-0.659939
49,-1.593756,-0.273046,-0.593213,-0.47281,0.68393,-1.016708,-1.23696,-0.707398,-0.939355
50,1.124648,2.185263,-0.883152,0.114153,-0.588005,-1.033305,-1.279571,-0.859355,-1.07385
51,-0.637304,1.861967,-0.616887,-1.079667,0.885282,-0.748691,-0.899029,-0.920731,-1.308767
52,1.109702,1.174882,-0.285518,1.198725,0.248366,-0.710797,0.115036,-0.551249,-1.267998
53,-0.402994,0.522346,-0.221495,0.381643,0.899116,-0.593213,-0.687467,-0.750365,-1.382641
54,0.84667,1.713846,-0.683746,-1.102396,0.066798,-0.811939,-0.997582,-0.765191,-1.538801
55,0.381643,1.173902,-0.93668,0.093591,0.854155,-0.980218,-0.772056,-1.115626,-1.579826
56,-0.529988,1.623731,-0.628198,-0.358476,0.36791,-0.967131,-2.259891,-2.252855,-1.759895
57,0.747184,1.172433,-0.701319,-0.689908,0.122635,-1.034374,0.222651,-1.549696,-1.683168
58,-0.122309,1.089529,-0.091543,0.048459,0.376619,-0.48918,1.154295,-0.470423,-1.643825
59,-0.072988,1.126653,-0.484466,-0.271375,0.209998,-0.531828,-0.48859,-0.423472,-1.663783
60,0.085675,1.431217,0.035601,0.148461,0.037061,-0.567833,-0.373332,-0.325581,-1.759637
61,1.322282,-1.185525,-0.011152,0.085675,0.807016,-0.156142,-0.297552,-0.112066,-1.583453
62,-0.98061,-1.716406,-0.312342,0.623168,0.769832,-0.183994,-0.819911,-0.361605,-1.568671
63,-0.004447,-1.217496,0.11868,-0.518371,0.02263,-0.484466,0.080322,-0.173195,-1.522293
64,0.259994,0.362549,-0.011861,-0.109555,0.917905,-0.000892,-1.102557,-0.443171,-1.510389
65,0.548294,0.785517,0.356537,1.711687,-0.363477,-0.324935,-1.496563,0.31906,-0.117558
66,-0.380351,-1.623715,0.423146,0.835378,0.278293,-0.505905,-1.967188,0.2442,-0.103516
67,-0.212708,0.264917,-0.592771,-0.53258,-0.994679,-0.628624,-0.070582,0.019769,-0.233846
68,0.269626,0.981923,-0.146244,1.145036,1.680446,0.2472,0.872215,0.279282,-0.12723
69,-0.443854,-0.234204,-0.171561,0.250058,1.126653,0.11868,0.787567,0.420312,-0.118844
70,0.730809,-2.219907,-0.133495,-0.520456,-1.185525,-0.60423,0.478674,0.321625,-0.215139
71,-1.434227,1.274051,0.036278,-0.893932,-1.716406,-0.699891,0.95633,0.387366,-0.308457
72,0.162975,0.500546,0.431502,0.487416,1.466694,0.397646,1.107487,0.474871,-0.34135
73,1.63309,-0.535901,0.06271,0.226823,0.264917,-0.146244,1.441351,0.585581,-0.380783
74,-0.896399,-0.614176,-0.109307,1.350788,1.558487,0.301819,0.727171,0.566764,-0.462607
75,-0.126556,-1.38873,-0.167042,-1.37962,-2.299426,-0.899242,-0.889598,-0.030491,-0.556204
76,0.02516,-0.471484,-0.627759,-2.227159,0.500546,0.414219,0.063174,0.093515,-0.594262
77,-0.376171,-2.190302,-0.899242,-0.643836,-0.199543,-0.133404,0.64564,0.326197,-0.550439
78,0.14499,-0.595812,0.398887,-0.02868,-1.248863,-0.620407,0.4756,0.111056,-0.68385
79,-1.2197,0.229495,0.475043,0.581979,0.742665,0.226605,0.676017,-0.000655,-0.767578
80,0.154612,0.464767,-0.40947,-0.376171,0.85185,0.390539,0.160124,-0.155021,-0.887411
81,-0.492914,0.344004,-0.309693,0.163655,0.435097,0.483914,-0.178424,-0.737998,-1.183783
82,-0.036074,-1.039131,-0.333827,-0.382572,-0.445001,-0.319448,-1.709196,-1.062893,-1.417126
83,-0.72586,-0.520684,-0.352395,-0.092909,-0.087075,0.388027,-0.423614,-1.153805,-1.399633
84,1.340515,-0.41024,-0.345007,-1.2197,-1.351322,-0.505798,-1.570695,-1.664956,-1.640951
85,-0.563019,-1.418655,0.208937,-0.650012,-1.340861,-0.432309,-0.14041,-1.074406,-1.658963
86,-0.852886,1.145819,-0.279228,-0.186483,0.464767,0.080165,-0.824074,-1.629142,-1.709174
87,0.389179,0.189574,-0.005187,-1.999229,-0.988932,-0.279228,-1.645883,-2.355293,-2.053589
88,0.786357,-0.466036,-0.114944,0.80691,-0.512904,-0.3719,-0.968052,-2.506002,-1.953359
89,0.314692,-1.17645,-0.073142,0.634477,-0.24567,-0.45491,-0.526335,-1.84528,-1.777635
90,0.137863,0.650997,0.023682,0.104586,-0.019569,0.253633,0.079191,-0.889704,-1.769373
91,2.770294,0.785468,0.057015,-0.562259,0.262367,0.170809,0.508242,-0.400626,-1.741517
92,-0.343631,0.177866,-0.527492,0.040087,0.05657,-0.042365,0.42581,-0.056843,-1.777303
93,0.888125,1.17553,0.283657,0.836532,0.247487,-0.298067,-1.519165,-0.373157,-1.853583
94,-0.131934,1.605117,0.344235,-0.938695,-0.603203,-0.590412,-0.481357,-0.092561,-1.715437
95,0.814353,0.212216,-0.157886,0.131636,0.769314,0.088277,1.788886,0.555675,-1.520581
96,-0.107412,0.37014,-0.581727,1.120722,0.562227,0.301887,-0.530883,0.03908,-1.551342
97,-0.425145,-0.401762,-0.569077,1.29922,0.703856,-0.114944,-0.994275,-0.05765,-0.274593
98,1.302006,0.109169,0.602355,-0.022685,0.440793,0.057015,-0.603471,0.252196,-0.281983
99,0.193516,1.492548,-0.334086,-0.346202,1.049253,0.249797,0.403944,0.412688,-0.24285
100,0.327785,1.745042,0.051433,-0.235279,-0.00764,-0.425807,0.780993,0.584426,-0.156456
101,0.220949,-0.632054,-0.685875,1.302006,1.959692,0.62137,-0.276956,0.324481,-0.244709
102,-0.478953,-0.326517,-0.839789,0.627467,1.653681,0.685973,1.308883,0.795467,-0.148322
103,0.26864,-0.215048,-0.834983,0.327785,-0.396287,0.005301,0.600084,0.484761,-0.309204
104,-1.926332,-0.007406,-1.00971,0.84427,-0.303044,-0.802564,1.606476,0.570374,-0.303398
105,-2.42064,0.46662,-0.951955,-1.432944,-0.649039,-0.985148,0.753917,0.205737,-0.474041
106,0.371975,-0.829648,-1.016637,0.507513,0.46662,-0.920527,1.069837,0.420909,-0.493192
107,0.507513,-1.156223,0.139477,-0.099611,0.137128,-0.937349,0.654372,0.094226,-0.620726
108,-0.049177,-0.742734,-1.060491,-0.580829,0.18823,0.276817,1.21533,0.16301,-0.62498
109,-1.913341,0.485626,-0.734382,-0.084591,-0.066746,-0.973849,0.325339,0.17806,-0.711372
110,0.451169,-0.035929,-0.905414,-0.28894,-0.263389,-0.894623,1.303782,0.480139,-0.74143
111,0.094589,0.28786,-0.885018,0.094589,0.765337,-0.310453,1.400494,0.493419,-0.748268
112,-0.417404,0.13476,-0.914577,-1.291316,-0.30352,-0.72107,0.067656,-0.083413,-0.977262
113,1.254626,-0.208188,-0.9446,-0.203626,-0.356264,-0.928517,0.437879,-0.686688,-1.159246
114,-1.009207,-1.393076,-0.948589,2.066106,0.878158,-0.197733,-0.273586,-0.70824,-1.489578
115,-0.778601,-0.12094,-0.929738,-0.875503,-0.992919,-1.33707,-0.381959,-1.443318,-1.675221
116,1.250895,0.268212,-0.103627,-0.053162,-1.071135,-1.293598,0.195143,-1.707439,-1.826332
117,-1.132951,0.450586,-0.835605,0.839245,0.421472,-0.517499,-0.050134,-1.761325,-1.918932
118,0.839245,-0.198148,-0.777944,-0.034617,-0.881602,-1.370039,0.56886,-1.638189,-2.059564
119,-0.622615,-1.139058,-1.135309,-0.513493,-0.623634,-0.982446,0.642077,-2.089161,-2.087812
120,1.135215,-1.382177,-0.550101,-0.085822,-0.111966,-0.85822,-2.46354,-2.841223,-2.34629
121,0.40405,0.050598,-0.881223,-0.42989,-0.252017,-1.021078,-0.647627,-2.57153,-2.237318
122,-1.565101,-0.021385,-0.899603,-0.821385,-0.659383,-0.965684,-1.074316,-1.694981,-2.172425
123,-1.641089,-0.098432,-0.343141,1.621953,-0.351101,-0.888324,0.357772,-0.975397,-1.997754
124,-0.42989,-0.659383,-0.699031,-0.972019,-0.196437,-0.218973,-0.070194,-0.62825,-1.969934
125,-0.183328,-0.222771,-0.506599,-1.086963,-1.276778,-0.908256,-2.226523,-0.591245,-1.971789
126,-0.051646,0.716072,-0.961105,0.194289,-0.453275,-0.246068,-0.389054,-0.021497,-1.726592
127,0.530195,-1.420952,-0.364432,0.902348,0.074525,-0.59552,0.587778,0.190457,-1.769525
128,-0.821385,-0.632953,-0.453416,0.361002,1.230324,-0.241471,-0.047795,0.002262,-1.586336
129,0.158099,-0.58918,-0.234096,1.00395,-0.30109,-0.690906,0.825144,0.090917,-0.253032
130,0.094505,-0.165754,-0.163133,-0.706164,0.551393,-0.483912,0.089438,0.165354,-0.298221
131,-0.43579,-0.702566,-0.254445,1.711217,1.656186,0.093774,0.821675,0.36826,-0.249579
132,1.422846,-0.273335,-0.108602,0.459748,0.634717,-0.228045,0.597814,0.377055,-0.197409
133,0.902348,0.319236,-0.279736,-1.230154,-0.150463,-0.427014,1.26137,0.784008,-0.147523
134,0.157969,-0.895959,-0.392032,0.01161,1.021482,-0.10055,0.24671,0.448905,-0.28461
135,1.201808,0.490138,-0.092384,-1.104812,1.205251,-0.131095,2.295483,1.269718,-0.22414
136,0.221453,-0.392932,-0.210499,0.357817,0.759007,-0.059994,1.302355,0.484812,-0.49622
137,0.725814,-0.16579,0.006343,1.077364,1.078108,0.046981,0.344613,-0.100248,-0.595705
138,-0.167655,-0.095208,-0.059994,0.620815,0.978716,-0.040103,1.509797,0.141736,-0.560079
139,0.710668,0.74097,0.417969,-0.472502,1.852448,0.431068,1.077983,0.096649,-0.625422
140,-0.405518,0.551393,0.115005,-0.951878,-0.007742,-0.477417,1.457101,0.413411,-0.66124
141,0.672885,0.83106,0.306379,1.112919,1.745034,0.511772,-0.000307,0.262331,-0.843072
142,-1.486806,1.028763,0.307081,-1.692474,-0.327732,-0.262302,1.256792,0.914713,-0.783427
143,1.649239,1.323673,0.075407,0.301918,-1.263858,-0.55522,1.248003,0.867274,-0.862724
144,0.396675,-0.095561,0.259514,-0.900691,0.219702,0.253858,1.772754,1.117734,-0.923406
145,1.182978,0.862779,0.188166,0.4174,0.001108,0.239484,-0.684648,0.205834,-1.401522
146,0.946489,1.154717,0.522369,-0.88973,0.911598,0.597686,-0.356444,-0.617573,-1.511486
147,1.164139,0.877472,0.490142,-0.265871,-0.183688,0.245782,-0.935818,-1.415902,-1.858137
148,0.921898,-0.128857,0.475062,0.538893,0.553429,0.320301,0.044558,-1.640538,-2.094582
149,-0.591438,0.978716,0.283366,0.451223,-0.675221,0.256472,1.27821,-1.300418,-2.054288
150,0.73619,-0.460241,-0.200351,-0.202532,-0.323383,0.32033,0.696079,-1.568024,-2.198693
151,-0.900691,1.148322,0.227271,-1.104228,-0.902603,0.207835,-1.120441,-2.536651,-2.474939
152,-0.28791,-0.05544,0.363933,0.867768,0.064308,0.378586,-0.99084,-2.765335,-2.46049
153,0.771345,0.919015,0.274377,-0.152561,-0.967408,0.193714,-1.029033,-2.6141,-2.438225
154,0.635044,0.032463,0.579013,2.304494,1.451361,0.835675,0.915743,-1.857025,-2.269
155,0.832329,-0.506726,0.068357,0.591142,-0.054983,0.228828,0.708124,-1.238652,-2.221744
156,0.606639,-0.634198,0.278183,-0.393869,-0.963517,0.216911,-0.703091,-1.21014,-2.181928
157,-0.009276,-0.343076,0.200941,0.016012,0.76281,0.563514,-1.091365,-0.82137,-2.026145
158,0.47488,-0.714152,0.366997,-0.45853,1.06165,0.904247,1.21138,0.30748,-1.763748
159,0.811432,-0.580934,0.410613,-0.486368,-1.513014,-0.073104,0.756031,0.361317,-1.776302
160,1.047216,-0.80814,0.247343,-2.377045,-1.094379,0.044273,-1.232034,-0.304606,-1.771051
161,-0.117013,-0.216471,0.207835,-0.551883,0.685536,0.566648,1.009691,0.381785,-0.131029
162,-0.769495,-0.670795,0.218012,-0.510516,-2.000433,-0.64708,0.22982,0.2378,-0.273413
163,-0.233477,-2.061748,0.219809,-1.264579,-0.528911,0.085505,0.723102,0.669794,-0.224243
164,-0.506798,-1.957652,0.222786,-2.260607,0.807,0.572653,-0.073368,0.499596,-0.228702
165,-0.939703,-0.753573,0.237644,0.188009,-0.931785,-0.014337,0.432052,1.153051,-0.192704
166,-1.124119,-1.988472,0.213448,1.349093,0.404902,-0.12379,-0.661034,1.047735,-0.304378
167,0.260314,-2.019596,0.282847,-0.538486,-0.305109,-0.052414,0.676925,1.115723,-0.363613
168,-0.152561,-0.706101,-0.769194,0.521145,-0.081626,-0.320598,1.587558,0.627984,-0.519279
169,-0.537641,-1.094379,0.102126,-1.546866,-0.741389,-0.394907,0.181991,0.028804,-0.627311
170,2.297923,-2.007864,0.24682,1.488704,1.210431,0.144501,0.44492,-0.397617,-0.738461
171,-2.931197,-1.10268,0.342329,0.404253,1.245314,0.161739,0.321237,-0.475128,-0.857594
172,-0.901607,0.1594,0.1387,-0.941776,-1.836794,-0.205392,1.36704,0.645148,-0.811252
173,0.737862,1.004434,0.044273,0.400133,-1.56833,-0.550411,1.802865,1.027708,-0.7866
174,-1.077,0.807,0.130618,1.150577,-0.40382,-0.471372,1.784595,1.452129,-0.785151
175,0.678005,-0.885646,0.901523,-0.292373,-0.423619,0.355788,1.646084,1.881258,-0.886461
176,0.037856,-1.300943,0.25703,-0.853881,-1.91535,-0.499437,0.661831,1.326574,-1.094475
177,0.441697,-1.948264,-0.406488,0.98691,0.028512,-0.505747,-1.350987,-0.459777,-1.356138
178,-0.234507,-0.741389,-0.12379,0.916519,0.379391,-0.293675,-0.787813,-0.825717,-1.718134
179,-0.180208,0.241008,0.016594,-1.045562,1.230859,0.187448,0.396056,-0.981856,-2.014482
180,-0.654798,-0.273459,0.438304,1.698421,-0.372028,-0.441967,0.897811,-1.246561,-2.166903
181,1.078338,1.555424,0.578969,-0.95002,0.24621,-0.274162,2.055832,-0.854552,-2.183704
182,0.892557,1.573564,-0.676695,-0.42144,0.176003,-0.435105,0.073062,-1.569335,-2.394566
183,-0.133436,-0.097075,-0.247713,0.925905,2.008271,0.192577,-0.382574,-2.531359,-2.567117
184,0.917738,1.797571,-0.268482,1.20591,0.398286,-0.539398,-0.219152,-2.326723,-2.582655
185,-0.853881,-1.343136,0.00174,0.947042,1.589068,0.335005,0.685042,-1.797933,-2.502119
186,0.141881,0.467902,0.313426,-1.666233,0.891325,0.143552,-0.270331,-1.889297,-2.494265
187,0.257661,1.614946,-0.424364,-2.135132,0.540118,0.05333,0.748807,-1.676448,-2.322357
188,0.616787,1.091782,-0.306524,0.308221,0.764274,-0.00045,0.496504,-0.941137,-2.174552
189,0.265748,0.760249,-0.512432,0.091541,-0.795525,-0.54576,0.602672,-0.185893,-2.034662
190,0.56764,-1.17067,-0.485224,2.18652,1.785755,-0.161237,1.075588,0.65819,-1.813217
191,0.968045,0.044339,-0.319684,-1.122516,-0.366131,-0.308346,1.099319,0.995731,-1.736692
192,-0.065853,1.442822,0.05333,-0.265157,1.263054,0.26273,-0.491753,0.258513,-1.726631
193,1.105025,-1.116779,-0.54576,-0.935578,0.309679,-0.040303,0.075506,0.372495,-0.166752
194,-0.594797,-0.795525,-0.330813,0.632071,-1.094633,-0.238511,-0.228403,0.445422,-0.309892
195,0.22587,1.199379,-0.237141,-0.627506,-0.116166,-0.578478,-0.24955,0.547663,-0.341468
196,1.045728,1.263054,-0.309152,1.278975,1.492107,0.815533,-0.441319,0.913793,-0.285633
197,-1.613257,-0.300895,-0.375315,-0.229852,-0.354026,0.503802,-1.103939,0.894961,-0.335941
198,0.058821,-0.55628,-0.544502,1.470078,1.716569,0.749988,-0.950802,0.964335,-0.377187
199,0.584645,-0.966493,-0.239646,0.120107,1.063195,0.621654,1.486921,1.216709,-0.408607
200,-0.001668,0.609697,0.206552,-0.967259,-0.296106,0.538592,2.758436,1.436944,-0.411757
201,0.394004,1.584658,0.303761,-0.268763,0.995097,0.78668,1.314531,0.426513,-0.623864
202,0.084245,1.188245,0.475961,0.123465,0.881507,0.839562,0.353665,-0.131897,-0.847778
203,0.414318,0.101816,0.675431,0.222583,1.357839,0.690419,-1.261485,-0.610871,-0.936983
204,-1.655297,1.941049,-0.011581,1.368639,1.478794,0.956116,1.678713,0.805313,-0.858286
205,-0.697105,1.853545,0.678882,-1.224194,1.083361,-0.542733,1.346724,1.542566,-0.740476
206,0.018437,0.722311,0.469766,0.29445,1.630013,-0.272083,0.588788,1.650615,-0.809087
207,1.526521,0.995097,0.850712,-0.307611,1.534328,-0.122938,0.212663,1.468215,-0.934201
208,0.873257,1.485213,0.727311,-0.553627,0.77262,0.626333,1.022867,1.11325,-1.091645
209,-0.989154,-0.344989,0.912119,1.415476,2.019588,0.885067,0.614332,-0.028122,-1.371172
210,0.757977,0.732323,-0.138901,0.117059,1.507264,0.735436,0.434815,-0.693474,-1.856022
211,0.752136,1.84421,0.6889,-0.290454,0.505124,0.649986,2.425921,0.16967,-1.706392
212,0.090691,1.279818,0.293333,-0.261287,1.207946,1.095081,1.30281,-0.210511,-2.108467
213,0.596715,1.092839,0.618744,1.639481,0.80077,0.553281,1.138217,-0.326027,-2.229492
214,-0.125651,1.107413,1.035527,1.206892,0.764221,0.788288,-0.681815,-1.132326,-2.405519
215,-1.116509,1.316856,1.210602,1.186181,0.465766,0.912929,-0.495253,-1.977595,-2.626975
216,0.117059,1.90054,1.118572,-0.771957,1.373803,1.210602,2.236889,-1.126271,-2.551777
217,0.087109,0.861349,0.792461,-0.03102,0.764544,1.118572,1.387062,-0.974092,-2.472209
218,0.693632,1.718057,0.839668,0.18379,-0.64159,0.638009,2.399978,-0.705145,-2.398124
219,-1.022231,0.574233,0.642645,-0.88905,0.870407,1.268002,0.270178,-1.227608,-2.373813
220,0.511124,0.613581,0.785243,0.283027,0.09187,1.093934,1.456641,-0.495733,-2.111742
221,0.587039,0.039362,1.201496,-0.437664,0.251939,1.054043,0.111254,0.116342,-2.026295
222,-0.882491,0.465766,1.459546,-0.09649,-1.507676,0.604305,0.500907,0.653186,-1.832364
223,-0.085627,0.848339,1.271863,1.625705,-0.14283,0.922356,-0.218759,0.676258,-1.801807
224,0.385065,1.428902,0.546764,0.196775,1.3552,1.376461,-1.357567,0.245958,-1.846292
225,-0.46578,1.103736,1.476754,-0.44211,1.425266,1.459546,-0.664551,-0.095902,-0.329745
226,-0.090972,-0.565037,1.431613,-1.538603,0.74473,1.340789,1.32451,0.874491,-0.181538
227,1.276237,1.696448,0.42471,0.498315,0.934124,0.563373,1.127998,1.254788,-0.213974
228,-0.798225,0.045132,0.461405,-0.342836,0.922175,1.436764,-0.749485,1.029015,-0.353241
229,0.50239,-0.181205,1.524751,0.03242,0.316752,0.186741,-1.851503,0.758364,-0.436224
230,0.196775,1.928005,1.311799,-0.132318,-1.337797,0.786722,-0.721743,0.972024,-0.456435
231,-0.44211,1.352898,0.507897,-0.044708,1.267846,1.653294,1.069728,1.562205,-0.369764
232,-0.258681,-1.263706,0.880762,0.776448,0.240149,1.424642,2.158985,1.664274,-0.305382
233,0.498315,0.221298,0.653624,0.410893,-1.167891,0.834799,2.173384,1.076466,-0.367862
234,1.037979,-0.095332,1.690573,0.554609,0.245382,1.431167,-0.105269,0.020467,-0.722524
235,-0.510195,0.411709,1.412216,0.977747,-1.226616,0.657127,-1.897409,-0.803921,-0.933695
236,0.222119,1.078868,1.835157,-0.955651,-0.177513,0.64027,-1.543104,0.03862,-0.887998
237,-0.03374,0.367325,0.511372,-0.314508,0.059741,0.702199,0.800166,0.475754,-0.747539
238,-0.183901,0.948524,0.702199,0.336575,-0.630214,0.889375,1.19811,1.49802,-0.695601
239,0.374551,0.465852,1.442233,-2.408369,-0.330455,1.241399,0.671771,1.560409,-0.825642
240,1.56383,-1.070114,0.746143,-0.017432,-0.077782,1.311564,0.380087,1.428795,-1.125359
241,-0.236947,-1.002626,1.268767,-0.858436,0.386623,1.326217,-0.281776,0.511447,-1.361494
242,-1.368032,0.218628,1.87621,1.325433,0.281136,0.678057,-1.619602,-0.249024,-1.571247
243,2.521,0.434543,1.986666,1.620299,0.515279,0.967823,1.00753,0.025342,-1.682407
244,0.138039,0.960846,1.057067,0.187136,0.761423,1.984745,0.431223,-0.120587,-2.014172
245,0.513897,1.42727,1.152376,-0.309558,0.114243,1.379097,0.870704,-0.299618,-2.09414
246,0.977747,-0.129095,1.598202,1.552479,0.54201,0.814981,-1.026814,-1.187748,-2.396123
247,0.470193,0.792393,1.590723,0.024341,0.465498,1.319482,0.665224,-0.657132,-2.542761
248,1.145267,-0.479512,1.957854,-0.543602,0.304171,1.786202,3.189706,0.76855,-2.382285
249,0.289361,-0.989647,2.048742,-0.192172,0.192009,1.861066,2.107956,-0.116126,-2.250693
250,1.442088,-0.432077,1.409593,-0.722885,0.010565,1.682545,1.321909,-0.476136,-2.34403
251,-0.184309,-0.012799,1.142953,0.468478,0.180334,1.833537,2.168426,0.311883,-2.097231
252,0.669364,0.174719,1.361258,-0.686207,-0.042606,1.563701,0.708625,0.153909,-2.086473
253,0.43327,0.831982,1.278648,0.08548,0.899286,0.876249,0.10838,0.416017,-1.88689
254,1.290824,0.460489,1.697789,0.102088,-0.068079,0.94994,0.812867,0.825185,-1.785556
255,0.535818,0.247289,1.423066,0.327127,-0.042324,1.048913,0.000692,0.691398,-1.825503
256,0.125006,0.237697,0.72308,0.39081,0.765128,0.888775,0.760303,1.373997,-1.752019
257,-0.811384,0.225814,0.780041,0.448553,-0.451714,1.047269,1.244424,1.090549,-0.181445
258,-0.826493,0.752962,1.386293,-0.146116,0.054671,1.486847,0.441951,1.105709,-0.137865
259,0.747487,0.827723,1.947587,0.379828,0.490588,1.537549,0.819185,1.345106,-0.07336
260,-0.00641,-0.351398,1.355412,0.184936,0.782538,1.933044,-0.136124,0.886477,-0.285051
261,-0.413298,-0.823547,1.441896,0.584778,-0.26071,1.09531,-0.830609,0.86476,-0.360762
262,0.433989,-0.967193,0.947727,0.102827,0.583603,1.712323,-0.171117,1.125384,-0.419215
263,0.783865,-0.517597,1.562999,-0.639508,-0.341266,1.00397,0.40251,1.300793,-0.3202
264,-0.722885,-0.837588,1.179667,0.523518,-0.514759,0.783327,1.878342,1.779609,-0.241865
265,-0.416457,-0.242976,1.480169,-0.078847,-0.910483,0.694715,1.849369,1.80491,-0.324421
266,-2.60311,-0.722879,1.723233,-0.809569,-0.617811,0.903255,0.580848,0.093261,-0.562146
267,1.522277,-1.009686,1.300174,-0.074482,-0.448435,1.030298,-0.723034,-0.531544,-0.712612
268,0.671045,0.557039,0.778049,0.648641,0.14474,1.533729,0.365462,-0.00283,-0.768286
