x,y,t,z
0.242901,0.11677,1,0.990832
0.234918,0.170455,1,0.13604
0.238836,0.194567,1,-1.691346
0.230895,0.242155,1,-0.800373
0.224353,0.260531,1,0.46241
0.242347,0.296906,1,2.211897
0.237752,0.3338,1,1.879015
0.24662,0.365364,1,1.312964
0.222094,0.393527,1,1.345366
0.228413,0.417541,1,1.160745
0.233701,0.452336,1,0.166351
0.226254,0.490509,1,-0.205553
0.225766,0.51857,1,-0.003167
0.246274,0.545431,1,1.649931
0.230336,0.58605,1,1.813178
0.229498,0.647118,1,-1.706736
0.224837,0.683959,1,0.598715
0.24481,0.702607,1,-0.681206
0.241739,0.722287,1,-1.25562
0.241263,0.768461,1,0.312192
0.234818,0.79464,1,-0.038635
0.230386,0.828313,1,0.280527
0.225629,0.855605,1,-0.559354
0.224965,0.888417,1,0.34384
0.238771,0.924291,1,-1.220835
0.243878,0.9619,1,0.222923
0.230425,0.972769,1,-0.333231
0.264845,0.011074,1,-0.107197
0.265074,0.054556,1,0.264988
0.256499,0.083525,1,1.453495
0.265188,0.107871,1,1.072285
0.265018,0.14315,1,0.185973
0.263705,0.169202,1,-0.548396
0.255133,0.196069,1,-0.041926
0.263365,0.243271,1,-0.730561
0.273905,0.276308,1,0.133886
0.259786,0.288666,1,1.051981
0.263996,0.326041,1,2.505997
0.266146,0.360835,1,1.213564
0.273832,0.383042,1,0.003272
0.257001,0.427085,1,0.522457
0.254318,0.453051,1,-0.032399
0.271729,0.484788,1,-0.493478
0.2735,0.508678,1,-1.26443
0.261218,0.558123,1,0.950502
0.276578,0.585782,1,0.064564
0.262869,0.607221,1,-1.729126
0.253893,0.696038,1,-0.359595
0.261711,0.743424,1,-0.595593
0.256721,0.768372,1,1.005172
0.253965,0.798841,1,0.660468
0.253788,0.829486,1,0.996698
0.256551,0.868245,1,-1.196872
0.271904,0.885427,1,-0.573083
0.267206,0.929346,1,1.106959
0.272853,0.94831,1,1.791178
0.261009,0.986977,1,0.662337
0.297613,0.019103,1,-0.574864
0.306412,0.118191,1,1.154955
0.303294,0.145335,1,0.399243
0.306998,0.207716,1,0.886246
0.300611,0.223094,1,0.357676
0.291713,0.270201,1,0.728204
0.30006,0.292376,1,-0.943264
0.288746,0.371591,1,0.085885
0.285788,0.396577,1,0.797146
0.304062,0.430516,1,0.137469
0.285512,0.443196,1,0.119054
0.295618,0.48625,1,-0.779318
0.302924,0.503219,1,-1.267447
0.285441,0.539058,1,-0.119942
0.308063,0.588728,1,-0.79247
0.296669,0.672311,1,0.026756
0.285971,0.694154,1,-1.104749
0.29853,0.730809,1,0.766611
0.30498,0.757965,1,0.536686
0.30131,0.785917,1,0.887799
0.308326,0.836932,1,0.379932
0.299133,0.89907,1,0.096368
0.30588,0.92527,1,1.792488
0.307891,0.948373,1,1.044257
0.289645,0.98894,1,1.708306
0.323466,0.009461,1,-0.114472
0.337373,0.040904,1,0.235424
0.320064,0.088372,1,1.737051
0.339761,0.116627,1,-0.312607
0.322876,0.139555,1,1.208191
0.323314,0.168222,1,1.367414
0.330584,0.212469,1,-0.981689
0.333406,0.232439,1,0.953621
0.317309,0.262842,1,-1.16231
0.327732,0.28501,1,-1.967654
0.321648,0.32899,1,-1.928254
0.316623,0.367656,1,0.460068
0.324934,0.400628,1,2.086214
0.327301,0.417201,1,1.387682
0.320875,0.457571,1,0.862181
0.340515,0.484967,1,1.243533
0.338907,0.524763,1,0.313597
0.335246,0.537096,1,0.353859
0.335009,0.584382,1,-0.725066
0.338098,0.598511,1,-0.987438
0.320811,0.633287,1,-0.518116
0.326108,0.67952,1,-0.09133
0.317631,0.693889,1,-0.18441
0.321335,0.725565,1,0.387058
0.328606,0.770941,1,-0.046126
0.319949,0.803379,1,-0.588464
0.321806,0.820947,1,-0.213508
0.31845,0.879587,1,0.119837
0.338941,0.917451,1,-0.355216
0.334033,0.963831,1,0.921324
0.336792,0.988565,1,0.038588
0.366719,0.018913,1,-0.827957
0.366286,0.048603,1,0.016193
0.362739,0.111606,1,-0.131028
0.368921,0.129471,1,-0.445426
0.356752,0.183427,1,-0.001556
0.351485,0.206211,1,-0.578415
0.349617,0.239466,1,-0.55798
0.355277,0.260191,1,-1.120709
0.35847,0.298958,1,0.921548
0.359263,0.317005,1,-0.643084
0.351948,0.362089,1,0.397454
0.349716,0.381514,1,2.491948
0.370164,0.430624,1,0.899399
0.34847,0.460082,1,0.623828
0.359814,0.493314,1,0.127719
0.35712,0.510475,1,0.341921
0.357542,0.554165,1,-0.930941
0.371109,0.567156,1,-0.994251
0.356397,0.618155,1,0.307562
0.356859,0.713699,1,-0.626561
0.346953,0.740262,1,0.379046
0.352015,0.764798,1,1.193058
0.354845,0.801904,1,1.611678
0.359928,0.828668,1,1.271046
0.354617,0.862769,1,-1.063018
0.363306,0.884157,1,1.343579
0.359019,0.927401,1,-1.82701
0.347364,0.940708,1,-0.238436
0.36134,0.982609,1,0.091283
0.385558,0.003257,1,-0.195801
0.383649,0.041042,1,-0.536404
0.379787,0.080671,1,1.180609
0.381072,0.101414,1,0.348419
0.387569,0.151404,1,0.351591
0.390152,0.178803,1,-1.001774
0.399479,0.20273,1,-1.117074
0.39094,0.223369,1,0.183879
0.401904,0.27391,1,2.004593
0.397148,0.296206,1,1.841953
0.386952,0.31739,1,1.506869
0.380851,0.347134,1,0.64926
0.385922,0.392994,1,1.524012
0.39641,0.417661,1,0.726193
0.393077,0.448374,1,0.063966
0.397145,0.49426,1,-0.91939
0.386006,0.527669,1,0.314675
0.382176,0.543918,1,-0.290855
0.392714,0.572623,1,-0.662787
0.392208,0.620908,1,-0.350419
0.383402,0.629235,1,-0.464299
0.396586,0.661006,1,-0.631288
0.39134,0.696901,1,0.784364
0.38125,0.733869,1,0.814639
0.40195,0.795263,1,1.12221
0.402038,0.817176,1,1.229543
0.389272,0.853586,1,0.39367
0.394545,0.882557,1,1.407019
0.393122,0.915748,1,-0.343895
0.381882,0.991937,1,1.367885
0.417935,0.010933,1,-0.370526
0.413981,0.057525,1,1.008327
0.424181,0.084313,1,0.651528
0.431558,0.116959,1,0.340717
0.429173,0.143769,1,0.269319
0.43109,0.167388,1,0.303894
0.431296,0.215465,1,0.900399
0.431363,0.271957,1,-0.331023
0.429758,0.336642,1,1.022447
0.411987,0.358678,1,1.053063
0.409824,0.395734,1,0.721225
0.427551,0.422006,1,1.481659
0.417068,0.482061,1,-1.607771
0.414116,0.515423,1,-1.505962
0.41771,0.553923,1,-0.879938
0.415362,0.571143,1,-0.489851
0.424006,0.59766,1,0.588916
0.430538,0.639471,1,0.242759
0.418173,0.677458,1,0.617407
0.420561,0.69443,1,1.093948
0.42644,0.73005,1,0.067328
0.432012,0.75506,1,-0.355185
0.413451,0.802395,1,0.46615
0.432328,0.822313,1,0.445767
0.414198,0.870277,1,1.460679
0.433672,0.901124,1,0.110454
0.420407,0.910297,1,-0.056201
0.429307,0.95935,1,-0.85818
0.420483,0.996548,1,-0.258147
0.446648,0.022568,1,1.406203
0.459846,0.046385,1,1.141732
0.465586,0.074477,1,-0.318401
0.45342,0.117999,1,0.454983
0.460824,0.149718,1,1.600465
0.454832,0.16576,1,0.636973
0.441022,0.196897,1,0.76055
0.448833,0.271761,1,-0.35461
0.456679,0.290535,1,0.598296
0.440949,0.336502,1,1.212035
0.445187,0.371496,1,0.830896
0.4595,0.393719,1,2.185986
0.441168,0.423182,1,0.650361
0.454105,0.487217,1,-0.73671
0.446718,0.510826,1,-1.607791
0.442977,0.54043,1,-1.748439
0.457178,0.580772,1,0.153399
0.442803,0.608627,1,-0.056866
0.452365,0.644511,1,0.65365
0.458762,0.671512,1,0.626256
0.463283,0.698322,1,-0.281882
0.450796,0.72774,1,1.465978
0.441957,0.75435,1,-0.007785
0.45265,0.786031,1,0.729446
0.462726,0.832212,1,-0.960818
0.441902,0.862852,1,0.856498
0.447806,0.879945,1,0.966511
0.445409,0.925875,1,0.198419
0.454095,0.958889,1,0.42052
0.447467,0.991438,1,0.307898
0.47284,0.01232,1,-0.311309
0.472493,0.051894,1,1.138771
0.496217,0.068421,1,0.341958
0.476146,0.107957,1,-0.47281
0.491057,0.150533,1,-0.317463
0.495094,0.176215,1,0.476588
0.476979,0.199016,1,0.285787
0.49458,0.228311,1,-1.155183
0.481491,0.262856,1,-1.442905
0.473193,0.324994,1,1.775623
0.494569,0.355374,1,1.513016
0.483064,0.380602,1,1.494512
0.496874,0.434034,1,0.794546
0.492617,0.447466,1,0.658712
0.491097,0.493582,1,-0.091189
0.487911,0.522965,1,0.830416
0.4861,0.549753,1,0.114153
0.494512,0.584121,1,-0.521236
0.473336,0.613693,1,0.034646
0.487778,0.652805,1,0.311981
0.480533,0.680383,1,-0.706494
0.479946,0.696989,1,-0.889252
0.474319,0.739561,1,0.394007
0.487969,0.763662,1,0.869052
0.496278,0.801787,1,-0.532804
0.491781,0.837722,1,-2.36856
0.472786,0.85297,1,-1.26092
0.496449,0.879035,1,-1.2413
0.477628,0.929691,1,-0.09168
0.479627,0.9656,1,-1.079667
0.488897,0.995663,1,1.318185
0.522941,0.009373,1,0.576933
0.517292,0.051827,1,-0.184072
0.527868,0.081252,1,0.0461
0.518432,0.146054,1,0.919979
0.514779,0.182753,1,0.239131
0.519189,0.237262,1,-0.778221
0.52776,0.268592,1,-0.592141
0.510924,0.303915,1,1.12902
0.515688,0.324335,1,0.344596
0.50376,0.359013,1,0.415844
0.512746,0.384513,1,0.402728
0.509489,0.4651,1,0.750139
0.508848,0.508453,1,0.428565
0.521756,0.539841,1,0.16772
0.52408,0.568527,1,1.198725
0.524238,0.608137,1,0.385987
0.523956,0.635892,1,-0.312702
0.512765,0.679498,1,0.87713
0.52499,0.691329,1,0.25545
0.513635,0.743375,1,1.3555
0.519165,0.78811,1,-1.102396
0.505145,0.8323,1,-1.670816
0.518997,0.858516,1,-1.755905
0.526188,0.90145,1,-1.281082
0.507139,0.913802,1,-0.249229
0.525926,0.9608,1,-0.918242
0.534877,0.027362,1,1.486107
0.543365,0.055833,1,0.093591
0.536514,0.070728,1,-0.358476
0.542095,0.119845,1,-0.689908
0.547244,0.145485,1,-0.453164
0.552469,0.169109,1,1.114481
0.55244,0.194229,1,1.131446
0.540609,0.231111,1,0.093306
0.556288,0.275399,1,0.109472
0.547345,0.308308,1,0.637056
0.544949,0.358887,1,-1.052238
0.536543,0.392712,1,0.120826
0.550814,0.434343,1,0.410901
0.544137,0.46267,1,0.730029
0.537867,0.482139,1,0.388381
0.555657,0.515606,1,1.19472
0.541097,0.557797,1,-0.080879
0.551959,0.580067,1,-0.414967
0.555767,0.602328,1,-0.975721
0.541177,0.642611,1,-0.600945
0.549563,0.684242,1,0.572893
0.552465,0.712047,1,0.048459
0.543477,0.736878,1,-0.271375
0.553071,0.775198,1,0.344743
0.548311,0.792019,1,0.148461
0.53529,0.840135,1,-2.610982
0.554031,0.849957,1,-0.775012
0.548472,0.88922,1,-0.118048
0.537426,0.933234,1,-0.645854
0.543498,0.976298,1,0.298855
0.584649,0.01897,1,0.480889
0.56847,0.045983,1,2.366313
0.570912,0.089862,1,-0.152907
0.582686,0.108965,1,-1.17013
0.577582,0.166188,1,0.073896
0.569295,0.211684,1,0.636465
0.587441,0.244241,1,0.960284
0.583757,0.263877,1,0.661956
0.570635,0.303422,1,0.642142
0.575887,0.340292,1,-1.107852
0.576387,0.378305,1,0.325967
0.572347,0.447967,1,0.884533
0.58895,0.472621,1,0.623168
0.577979,0.53785,1,-1.630017
0.566032,0.57004,1,-2.160185
0.58119,0.611005,1,-0.143307
0.577288,0.630647,1,0.777582
0.589206,0.708384,1,-0.002919
0.578325,0.738588,1,-0.518371
0.569136,0.770835,1,0.104513
0.578758,0.850013,1,-0.534697
0.573694,0.889477,1,-0.780935
0.58432,0.96099,1,-0.721158
0.581163,0.988757,1,0.176657
0.61841,0.006016,1,-0.182095
0.617232,0.056317,1,0.912947
0.604181,0.076548,1,1.047594
0.607946,0.115844,1,-1.916266
0.610319,0.135139,1,-0.885257
0.606178,0.171401,1,0.448658
0.621648,0.212628,1,0.184923
0.600614,0.225159,1,0.999292
0.611587,0.267624,1,0.857591
0.613933,0.291464,1,1.654363
0.619263,0.320816,1,-0.109555
0.607102,0.352332,1,-0.61584
0.617124,0.419613,1,0.401788
0.599508,0.451412,1,1.9867
0.598995,0.496043,1,-1.335206
0.610553,0.525603,1,-0.583943
0.617984,0.555359,1,-0.094625
0.605275,0.572805,1,-0.800778
0.611828,0.61872,1,1.711687
0.611069,0.652382,1,1.890593
0.605745,0.673342,1,0.527082
0.618134,0.703234,1,-0.765956
0.614126,0.732847,1,0.08039
0.598983,0.762433,1,0.688592
0.614935,0.808871,1,0.835378
0.611374,0.818912,1,-0.53258
0.601828,0.852917,1,-1.231008
0.60743,0.878327,1,-0.93318
0.613155,0.922562,1,-1.044372
0.607864,0.959025,1,-0.942408
0.60923,0.996542,1,1.021298
0.644003,0.011589,1,-1.297448
0.648776,0.058653,1,0.980624
0.64377,0.07623,1,1.006784
0.649247,0.101714,1,0.779065
0.637986,0.133118,1,-0.002013
0.64693,0.165495,1,-0.540053
0.645726,0.201681,1,-0.438133
0.645217,0.241584,1,0.291682
0.64733,0.294238,1,1.145036
0.641564,0.339783,1,-0.811627
0.644031,0.370869,1,-0.046967
0.652485,0.385311,1,0.250058
0.640306,0.419724,1,0.769015
0.628711,0.465161,1,-0.358571
0.638141,0.488339,1,0.796725
0.636125,0.508792,1,0.160954
0.643866,0.55802,1,-0.741606
0.644396,0.577489,1,0.261947
0.631609,0.598007,1,0.7639
0.644981,0.650414,1,1.549155
0.635377,0.668833,1,-0.238055
0.63647,0.714969,1,-0.328984
0.632292,0.725584,1,-0.433586
0.641697,0.807311,1,-0.065413
0.650654,0.820103,1,-0.520456
0.650055,0.868764,1,-0.893932
0.639788,0.887236,1,-0.059722
0.635363,0.921624,1,-0.85548
0.636772,0.957878,1,-0.012613
0.631838,0.988523,1,1.76923
0.682295,0.022579,1,-1.828385
0.674668,0.048566,1,0.962548
0.665693,0.084401,1,0.843199
0.674698,0.12005,1,-0.605419
0.67544,0.150701,1,0.269451
0.667007,0.183785,1,1.481129
0.681295,0.202424,1,1.328479
0.662494,0.228291,1,0.569805
0.669546,0.269817,1,0.867853
0.663727,0.292075,1,0.139004
0.680544,0.316907,1,1.219833
0.663964,0.354708,1,0.332145
0.669768,0.389952,1,1.162061
0.679457,0.428415,1,0.487416
0.663455,0.46442,1,0.073489
0.670062,0.473875,1,0.609693
0.677624,0.504105,1,-1.551385
0.675566,0.558943,1,0.011825
0.679131,0.57214,1,-0.075486
0.682117,0.607697,1,-0.532015
0.663465,0.6335,1,1.344941
0.669607,0.660385,1,1.363674
0.676549,0.703976,1,0.364011
0.666802,0.72422,1,0.224137
0.664418,0.764904,1,-0.327907
0.66942,0.785588,1,-1.279156
0.672435,0.830259,1,-1.428004
0.668421,0.870328,1,-1.264774
0.660836,0.882253,1,-1.220432
0.676868,0.914916,1,-1.075853
0.662298,0.943805,1,-0.950483
0.666916,0.993047,1,0.226823
0.694785,0.026857,1,-1.321007
0.711365,0.058291,1,1.016173
0.695872,0.084107,1,0.295128
0.700363,0.106212,1,0.24215
0.700973,0.175405,1,1.516788
0.698946,0.2084,1,1.875821
0.709,0.235239,1,1.350788
0.695178,0.256545,1,1.377333
0.705202,0.301989,1,1.123272
0.708679,0.339248,1,-0.495505
0.706692,0.36639,1,-1.272324
0.693375,0.386684,1,0.241246
0.690681,0.415048,1,1.308052
0.702364,0.448223,1,1.600679
0.69247,0.487774,1,0.471529
0.696955,0.52571,1,-2.643304
0.706692,0.590179,1,-0.448723
0.711539,0.611798,1,-0.371267
0.710148,0.634387,1,0.865077
0.696578,0.66222,1,0.262115
0.714662,0.714954,1,-1.621644
0.706834,0.725465,1,-1.633007
0.693374,0.758911,1,-1.016781
0.711829,0.805178,1,-0.203743
0.695034,0.827896,1,-1.776063
0.705943,0.854034,1,-1.37962
0.711455,0.8935,1,-2.192586
0.703457,0.916944,1,-1.680913
0.713597,0.955302,1,-0.333155
0.714094,0.976177,1,0.210258
0.734137,0.016409,1,0.804989
0.737754,0.037704,1,0.542858
0.734713,0.077419,1,-0.198377
0.740127,0.104236,1,-1.276816
0.739931,0.15233,1,0.325429
0.732081,0.176468,1,0.612115
0.745409,0.19204,1,0.682154
0.742558,0.223157,1,1.277385
0.729076,0.270013,1,-0.477596
0.74396,0.295984,1,-0.62103
0.740643,0.371864,1,-1.202875
0.724653,0.384725,1,-1.136834
0.729433,0.410126,1,-2.227159
0.743152,0.446652,1,0.674754
0.741186,0.524057,1,-2.669439
0.733742,0.541524,1,-1.648403
0.736385,0.597656,1,-0.786715
0.726199,0.652841,1,-0.643836
0.739749,0.662232,1,-0.568048
0.723006,0.704183,1,-0.965023
0.726015,0.730207,1,-1.165655
0.72732,0.75435,1,0.80093
0.741816,0.793979,1,-0.02868
0.735504,0.829335,1,-0.762906
0.731467,0.863282,1,-1.400886
0.742185,0.895276,1,-1.325722
0.745053,0.962836,1,-0.981341
0.771268,0.015118,1,0.942207
0.777763,0.035244,1,0.816708
0.770237,0.079774,1,1.053952
0.754775,0.118311,1,-0.839294
0.76699,0.147649,1,0.581979
0.776453,0.235402,1,-0.790382
0.757783,0.271395,1,-0.899725
0.776256,0.302662,1,-0.301394
0.760105,0.323348,1,-0.918636
0.762819,0.349164,1,-0.279214
0.777999,0.379977,1,0.568711
0.772001,0.432427,1,0.163655
0.777188,0.459626,1,-0.222448
0.768666,0.489081,1,-1.021735
0.759119,0.518304,1,-0.538126
0.7712,0.55748,1,-0.806038
0.757453,0.58535,1,-1.544086
0.772666,0.615068,1,-0.496034
0.767374,0.646959,1,-0.664857
0.761315,0.681706,1,-0.382572
0.775392,0.697143,1,-0.558018
0.763983,0.723799,1,-0.028262
0.777913,0.762113,1,-0.998014
0.773336,0.791143,1,0.35139
0.769836,0.82053,1,-0.269762
0.762182,0.86346,1,-0.58171
0.759882,0.881058,1,-1.043725
0.767762,0.915195,1,0.06666
0.775059,0.945803,1,-1.024807
0.776152,0.974802,1,0.206407
0.804732,0.019226,1,-0.12048
0.785408,0.05906,1,1.366455
0.795201,0.086198,1,-0.502387
0.802253,0.09695,1,-2.324685
0.798782,0.129193,1,0.637331
0.806781,0.171049,1,-0.378263
0.791961,0.198888,1,-0.217172
0.797973,0.229249,1,-0.068575
0.801627,0.261935,1,-1.107081
0.798517,0.293338,1,-0.423267
0.79809,0.338824,1,0.854589
0.784923,0.367347,1,-0.092909
0.785506,0.39331,1,1.293796
0.785668,0.43244,1,-0.116886
0.804738,0.464944,1,-2.089259
0.785367,0.487595,1,-1.248813
0.799795,0.50515,1,-2.382274
0.806973,0.573908,1,-0.650012
0.785696,0.60888,1,0.27924
0.808054,0.676312,1,0.980893
0.791365,0.702903,1,0.682195
0.808686,0.746117,1,0.492268
0.805462,0.766578,1,-0.707765
0.79258,0.794177,1,-1.182351
0.796027,0.824379,1,-1.001644
0.789649,0.859658,1,0.432147
0.808314,0.884692,1,1.041402
0.795223,0.928677,1,0.892493
0.790261,0.952466,1,-0.089756
0.794396,0.993181,1,2.730852
0.82949,0.003551,1,-0.238735
0.838178,0.045838,1,-0.285894
0.824334,0.089499,1,-1.791292
0.839094,0.114934,1,0.031803
0.838226,0.150273,1,0.56103
0.825621,0.163966,1,-0.186483
0.825051,0.199932,1,0.085984
0.838385,0.265164,1,-1.43091
0.836417,0.336215,1,0.912449
0.817782,0.386169,1,0.091381
0.829658,0.417418,1,0.122416
0.83551,0.464679,1,-1.282284
0.819974,0.480625,1,-1.999229
0.840105,0.505027,1,0.80691
0.835839,0.542563,1,-1.097343
0.816401,0.584308,1,0.041845
0.816872,0.620252,1,0.771906
0.831456,0.639369,1,1.440565
0.836176,0.697426,1,0.299179
0.821396,0.740186,1,-0.187071
0.834465,0.774211,1,0.634477
0.818349,0.799007,1,-0.905906
0.824988,0.865708,1,-0.648211
0.823589,0.901521,1,0.408868
0.817501,0.912224,1,1.022528
0.838074,0.94685,1,0.511536
0.827224,0.993804,1,-0.233513
0.851992,0.043278,1,-0.759761
0.847371,0.071989,1,0.714288
0.854154,0.113202,1,1.793079
0.864483,0.138372,1,0.957114
0.863459,0.172534,1,-0.419624
0.853345,0.232763,1,0.343763
0.865316,0.262319,1,0.466822
0.847395,0.294492,1,0.104586
0.855989,0.325508,1,0.895361
0.850825,0.363953,1,-0.562259
0.855154,0.38395,1,-0.852556
0.866802,0.415103,1,0.040087
0.858925,0.447152,1,-1.913562
0.860215,0.510899,1,0.52475
0.850954,0.54821,1,-0.541491
0.861013,0.576983,1,-1.428319
0.852037,0.603622,1,0.830578
0.868481,0.649871,1,0.836532
0.866781,0.673029,1,0.81378
0.865976,0.692001,1,0.591668
