x,y,t,z
0.107288,0.942932,1,-2.054459
0.147412,0.048472,1,-3.471229
0.133772,0.068847,1,-3.241011
0.152931,0.102967,1,-2.924792
0.141427,0.161665,1,-2.688996
0.143148,0.198597,1,-2.000122
0.13898,0.277191,1,-0.928847
0.129279,0.286442,1,-0.399364
0.144668,0.328064,1,0.360157
0.138046,0.360192,1,0.84787
0.139872,0.385146,1,1.057103
0.132548,0.431536,1,-0.050309
0.137453,0.463771,1,-0.386696
0.141744,0.48131,1,-0.9072
0.143224,0.511031,1,-1.003024
0.151657,0.55512,1,-1.249546
0.139253,0.588962,1,-0.715256
0.129962,0.605518,1,-0.304176
0.145471,0.643264,1,0.078477
0.139057,0.666744,1,0.231632
0.151236,0.708081,1,-0.646209
0.141075,0.730841,1,-0.379615
0.144647,0.76723,1,-0.255961
0.139158,0.79244,1,0.145149
0.129669,0.836579,1,-0.644013
0.149506,0.860166,1,-0.449445
0.1311,0.878929,1,-0.728848
0.138577,0.921677,1,-1.167764
0.149862,0.985924,1,-0.55245
0.169169,0.05248,1,-2.874119
0.177981,0.077256,1,-2.820917
0.161123,0.107827,1,-3.225768
0.161144,0.140805,1,-3.000419
0.177696,0.184255,1,-2.117976
0.164511,0.196896,1,-1.858688
0.168221,0.243533,1,-1.449264
0.179751,0.273004,1,-0.625437
0.164097,0.306295,1,0.561926
0.175207,0.316729,1,0.782399
0.169586,0.365682,1,0.625531
0.161283,0.398788,1,0.924228
0.165484,0.410233,1,0.838345
0.179109,0.44347,1,-0.854339
0.174281,0.473586,1,-0.74021
0.182489,0.527825,1,-0.966836
0.179192,0.551095,1,-1.409043
0.170706,0.587189,1,-1.263103
0.162047,0.609975,1,-0.543253
0.168619,0.649118,1,-0.073296
0.172355,0.673755,1,-0.312983
0.161639,0.712451,1,-0.295517
0.170413,0.744515,1,-0.487645
0.17608,0.768885,1,-0.272494
0.178935,0.791912,1,-0.534536
0.160719,0.865646,1,-0.117816
0.159809,0.885578,1,-0.132406
0.179004,0.929543,1,-0.595719
0.169673,0.95016,1,-1.004782
0.181254,0.980287,1,-0.794201
0.19986,0.019821,1,-2.207213
0.190757,0.054941,1,-2.573287
0.199291,0.11938,1,-3.76907
0.214421,0.149771,1,-2.709351
0.20251,0.160435,1,-2.731456
0.209098,0.213548,1,-1.890481
0.214325,0.232053,1,-1.71087
0.204308,0.271385,1,-0.304709
0.214943,0.37034,1,1.238948
0.192136,0.397072,1,0.759297
0.194108,0.456137,1,-0.800929
0.210846,0.484593,1,-0.763949
0.197833,0.523478,1,-0.864952
0.198909,0.554843,1,-1.179131
0.213781,0.582574,1,-0.390019
0.204221,0.632983,1,-0.490481
0.213638,0.666443,1,-0.206394
0.193406,0.712339,1,0.02631
0.207871,0.738339,1,-0.330541
0.205599,0.763086,1,-0.799464
0.194645,0.836954,1,-0.708861
0.202094,0.852406,1,-0.853442
0.205902,0.883227,1,-0.75584
0.207965,0.928134,1,-0.579212
0.211239,0.953187,1,-1.186081
0.197102,0.974696,1,-1.069985
0.22979,0.017885,1,-1.586878
0.245164,0.040446,1,-1.192666
0.228585,0.081887,1,-2.553933
0.224899,0.117181,1,-2.651652
0.244626,0.210245,1,-2.349799
0.23724,0.2346,1,-1.920386
0.226456,0.265501,1,-0.541141
0.222605,0.292976,1,0.615695
0.23058,0.327824,1,1.272644
0.236007,0.370856,1,1.285437
0.239176,0.384597,1,1.194251
0.240909,0.464842,1,-0.456244
0.237611,0.473823,1,-0.576256
0.235853,0.51715,1,-0.549281
0.229894,0.555062,1,-0.018607
0.227161,0.576668,1,0.142057
0.237868,0.598281,1,0.217592
0.222182,0.669206,1,-0.113558
0.234862,0.706296,1,-0.478181
0.24443,0.739443,1,-1.097525
0.224922,0.77641,1,-0.7923
0.223044,0.796127,1,-0.81005
0.243648,0.881599,1,-0.345157
0.237575,0.925181,1,-1.090362
0.224566,0.94706,1,-1.014095
0.23963,0.988544,1,-1.058614
0.273585,0.003899,1,-0.954599
0.265481,0.035121,1,-0.964307
0.274841,0.130584,1,-1.573666
0.261852,0.169078,1,-2.151062
0.271256,0.196908,1,-1.591536
0.255396,0.243053,1,-1.637742
0.257693,0.256565,1,-1.136422
0.261054,0.299427,1,0.546518
0.270962,0.362389,1,1.726728
0.275261,0.386662,1,1.180079
0.259446,0.434202,1,0.331559
0.268097,0.4647,1,-0.143479
0.269621,0.482307,1,-0.392138
0.277974,0.506977,1,-0.806814
0.264303,0.54604,1,-0.251083
0.260326,0.578955,1,0.100758
0.268914,0.647414,1,-0.884403
0.266745,0.668295,1,-0.455063
0.253697,0.706516,1,-0.66996
0.258222,0.727015,1,-1.072563
0.272456,0.766152,1,-0.427622
0.273317,0.797448,1,-0.143801
0.259814,0.828654,1,-0.019546
0.274691,0.888033,1,-0.375028
0.256778,0.920912,1,-0.482848
0.262108,0.960773,1,-0.330919
0.275094,0.980706,1,-0.211546
0.308375,0.011272,1,-0.846516
0.305852,0.071684,1,0.152311
0.284723,0.151861,1,-1.5384
0.305562,0.160295,1,-0.785255
0.299002,0.191909,1,-0.714478
0.290435,0.230834,1,-1.003243
0.298686,0.254377,1,-0.200797
0.306406,0.305375,1,0.107182
0.298656,0.316243,1,0.300795
0.309201,0.357722,1,0.962082
0.294901,0.381604,1,1.381102
0.306759,0.428884,1,0.502399
0.308002,0.459978,1,0.004999
0.287715,0.494501,1,-0.707889
0.286875,0.526962,1,-0.934286
0.288201,0.558353,1,-0.568565
0.289271,0.579568,1,-0.820904
0.295619,0.602119,1,-0.743318
0.297054,0.635556,1,-0.933677
0.290539,0.661681,1,-0.816381
0.29309,0.70285,1,-1.268532
0.29564,0.744901,1,-0.362616
0.297852,0.761421,1,-0.145072
0.303402,0.787133,1,0.193213
0.29329,0.834477,1,0.160322
0.29798,0.866316,1,-0.163742
0.306706,0.889115,1,-0.138721
0.298324,0.930333,1,0.564093
0.289718,0.957914,1,0.230406
0.331751,0.025535,1,-0.346229
0.322446,0.055397,1,0.115349
0.326978,0.08369,1,0.588347
0.316891,0.120907,1,-0.38351
0.316121,0.135555,1,-0.308466
0.316964,0.168586,1,-0.223655
0.33528,0.203229,1,-0.633568
0.322862,0.230007,1,0.056298
0.336525,0.254388,1,-0.498166
0.326515,0.28919,1,-0.598012
0.335741,0.34012,1,-0.425108
0.33988,0.364322,1,0.315771
0.32611,0.39133,1,1.415576
0.32903,0.425203,1,0.794021
0.321119,0.447613,1,0.480907
0.339296,0.493496,1,0.298872
0.320023,0.508617,1,-0.264215
0.333268,0.550127,1,-0.284612
0.339181,0.584534,1,-0.635922
0.330409,0.620927,1,-1.007763
0.316964,0.644247,1,-1.073601
0.323888,0.680369,1,-1.108583
0.319351,0.706125,1,-1.060939
0.319751,0.746501,1,-0.264632
0.332389,0.768141,1,-0.104204
0.320066,0.796255,1,-0.081777
0.330136,0.819321,1,-0.07717
0.319952,0.871871,1,-0.165051
0.332526,0.895856,1,0.222639
0.331449,0.93177,1,0.405915
0.340344,0.955119,1,0.795186
0.33464,0.975993,1,0.722704
0.366861,0.014783,1,-0.637996
0.366744,0.052917,1,0.126233
0.352442,0.075278,1,0.962842
0.36447,0.103781,1,0.571969
0.349775,0.163877,1,-0.141092
0.363233,0.197651,1,-0.671745
0.366876,0.295928,1,-0.416129
0.359139,0.339953,1,-0.811519
0.358424,0.35104,1,-0.480772
0.363934,0.380497,1,1.079371
0.348435,0.426153,1,1.096903
0.367771,0.483728,1,0.328473
0.354109,0.518891,1,0.183192
0.35227,0.547176,1,-0.375316
0.347294,0.588615,1,-0.731234
0.352571,0.674581,1,-1.30974
0.351508,0.700449,1,-1.259155
0.370203,0.72355,1,-0.737504
0.365267,0.771454,1,0.333088
0.360103,0.790031,1,0.710146
0.356696,0.856591,1,0.144896
0.349024,0.889506,1,0.798512
0.348369,0.928391,1,0.086417
0.353831,0.963016,1,0.83128
0.352744,0.986065,1,0.794545
0.391282,0.014389,1,-0.47714
0.380116,0.047951,1,-0.146829
0.387379,0.087323,1,0.645533
0.392895,0.104977,1,0.459011
0.401433,0.183314,1,-0.834577
0.383415,0.212261,1,-1.269576
0.378739,0.245557,1,-1.1535
0.39309,0.266967,1,-0.365378
0.382463,0.291997,1,-0.099424
0.391744,0.329784,1,0.288254
0.395463,0.362644,1,0.791952
0.378665,0.396957,1,1.528317
0.38791,0.416871,1,1.429182
0.394348,0.456279,1,0.71248
0.399811,0.476255,1,0.167504
0.380043,0.526802,1,0.209743
0.39608,0.545548,1,-0.057169
0.3985,0.57335,1,-0.365188
0.3974,0.611555,1,-0.880079
0.381317,0.645708,1,-1.573236
0.391743,0.667857,1,-1.631522
0.392344,0.704857,1,-0.693171
0.385288,0.726059,1,-0.330706
0.381199,0.764626,1,0.096828
0.389931,0.801069,1,1.245521
0.378784,0.819769,1,1.285538
0.385588,0.848074,1,1.021678
0.401101,0.895373,1,1.389491
0.38682,0.923575,1,0.76721
0.386027,0.946006,1,0.786121
0.396704,0.981695,1,1.568821
0.413432,0.014659,1,-0.448969
0.428634,0.080892,1,0.623432
0.423487,0.119326,1,0.485018
0.417225,0.130855,1,0.422895
0.426337,0.203721,1,-0.300389
0.410628,0.241911,1,-0.828932
0.433971,0.266184,1,-0.42175
0.421105,0.284631,1,0.080042
0.410829,0.362055,1,1.051518
0.420816,0.388274,1,1.250961
0.413754,0.428717,1,1.532527
0.424905,0.463583,1,0.678432
0.413537,0.491462,1,-0.336437
0.418868,0.50328,1,-0.635978
0.428394,0.538127,1,-0.705516
0.424797,0.573756,1,-0.566712
0.410578,0.620147,1,-0.811202
0.420236,0.635261,1,-0.845071
0.429717,0.662198,1,-0.637598
0.429607,0.71222,1,0.150457
0.432234,0.741703,1,0.312614
0.419029,0.762714,1,0.313235
0.429459,0.786232,1,0.48495
0.413157,0.837163,1,1.326101
0.426412,0.862098,1,1.696756
0.416062,0.899541,1,1.44828
0.41894,0.931592,1,1.189501
0.42875,0.954352,1,1.034197
0.426179,0.975742,1,1.11931
0.454507,0.013948,1,0.68694
0.448244,0.03868,1,0.716537
0.459579,0.074448,1,0.462187
0.443202,0.101689,1,0.61505
0.456584,0.151044,1,0.979129
0.448262,0.170565,1,0.414818
0.460138,0.196121,1,0.405589
0.446643,0.226042,1,-0.340403
0.446649,0.303243,1,0.669507
0.463265,0.338686,1,1.2816
0.449715,0.351202,1,1.312638
0.460102,0.39678,1,2.131107
0.442169,0.423227,1,1.430491
0.448008,0.458973,1,0.215864
0.458344,0.49314,1,-0.426684
0.444796,0.503464,1,-0.833983
0.441195,0.5575,1,-0.961089
0.449787,0.568772,1,-0.849358
0.443564,0.596995,1,-0.804278
0.44169,0.638702,1,-0.453117
0.451935,0.679954,1,-0.005869
0.456698,0.707953,1,0.078708
0.465371,0.728033,1,0.802542
0.459055,0.758895,1,0.748873
0.440651,0.800445,1,0.949951
0.444456,0.824741,1,0.949165
0.461022,0.870183,1,1.647847
0.443396,0.900066,1,1.75527
0.452785,0.919529,1,1.666784
0.455914,0.945504,1,1.550797
0.447044,0.991336,1,1.35535
0.477093,0.010113,1,0.381389
0.489461,0.048755,1,0.901557
0.48201,0.08615,1,0.762145
0.486375,0.108076,1,0.68393
0.477977,0.128935,1,0.640404
0.478655,0.181549,1,0.897157
0.490014,0.19715,1,0.730037
0.475207,0.233444,1,-0.25864
0.48417,0.256483,1,-0.428838
0.474514,0.300501,1,1.001739
0.484349,0.338662,1,1.737673
0.491853,0.379719,1,2.291999
0.478349,0.447442,1,1.024973
0.476603,0.483567,1,-0.002177
0.48568,0.525438,1,0.015286
0.472947,0.558316,1,-0.588005
0.489714,0.581197,1,-0.617852
0.482017,0.620815,1,-0.391041
0.488257,0.645046,1,-0.044658
0.492989,0.668895,1,-0.127859
0.495321,0.715072,1,0.300659
0.492964,0.732616,1,0.593045
0.47468,0.776853,1,1.096534
0.473742,0.799653,1,0.931854
0.49364,0.831926,1,0.151959
0.477398,0.863618,1,1.041859
0.489771,0.884046,1,0.86272
0.473885,0.933744,1,1.451505
0.484613,0.947363,1,0.885282
0.482936,0.973418,1,1.46646
0.507176,0.015258,1,0.694873
0.503609,0.056265,1,0.792422
0.505829,0.076251,1,0.817086
0.523955,0.115961,1,0.509
0.505672,0.14507,1,1.163271
0.519516,0.215321,1,1.019551
0.51486,0.241071,1,0.257409
0.526549,0.266727,1,0.320826
0.512599,0.304564,1,1.293047
0.508028,0.330622,1,1.57345
0.515057,0.369674,1,1.586701
0.524043,0.392067,1,1.550261
0.525293,0.41803,1,0.952658
0.523805,0.448854,1,0.912737
0.513324,0.496606,1,0.617482
0.524746,0.557441,1,-0.028301
0.524434,0.583077,1,0.248366
0.520277,0.62073,1,0.199019
0.512521,0.648884,1,-0.084785
0.527973,0.660163,1,0.369187
0.523579,0.702208,1,0.140293
0.523109,0.740754,1,0.867941
0.50331,0.757583,1,0.899116
0.517193,0.789463,1,0.066798
0.522579,0.816625,1,-0.175307
0.506012,0.862247,1,0.010851
0.518067,0.87818,1,-0.242018
0.527152,0.919997,1,0.332533
0.511409,0.949851,1,0.430097
0.513478,0.975521,1,0.701969
0.554284,0.0101,1,1.487237
0.536087,0.050592,1,0.854155
0.558801,0.084489,1,0.36791
0.549448,0.105698,1,0.122635
0.548998,0.143046,1,0.311663
0.543985,0.169452,1,1.16231
0.535879,0.195219,1,1.369227
0.53833,0.223564,1,0.997571
0.543427,0.271148,1,0.634196
0.541152,0.287881,1,0.962599
0.553398,0.32529,1,1.396969
0.553253,0.35584,1,0.859477
0.544095,0.396031,1,1.112232
0.553961,0.427379,1,0.881853
0.536507,0.445565,1,0.922237
0.556025,0.493916,1,0.583824
0.546289,0.526487,1,0.733634
0.547633,0.545716,1,0.264051
0.551601,0.568956,1,0.059076
0.554538,0.603723,1,-0.000337
0.552627,0.632899,1,0.11103
0.5513,0.679131,1,0.579843
0.543743,0.711506,1,0.376619
0.555821,0.740295,1,0.209998
0.548279,0.756348,1,0.41137
0.556301,0.792302,1,0.037061
0.547263,0.831429,1,-1.053883
0.551266,0.869482,1,-0.575468
0.543084,0.889603,1,-0.068712
0.549986,0.920216,1,0.148698
0.550792,0.952886,1,0.488493
0.542257,0.975207,1,0.752695
0.576247,0.024265,1,1.385625
0.590096,0.075461,1,0.826051
0.575321,0.114598,1,-0.262527
0.580235,0.129746,1,-0.041966
0.578104,0.183353,1,0.649681
0.588126,0.199549,1,0.698788
0.583022,0.23328,1,1.134222
0.577772,0.267448,1,1.097271
0.584957,0.28441,1,1.232278
0.570752,0.326848,1,0.916346
0.588267,0.360711,1,0.807016
0.588325,0.391378,1,0.994261
0.590302,0.423493,1,1.296001
0.566139,0.448184,1,0.984558
0.583075,0.483011,1,0.769832
0.569324,0.510247,1,0.217542
0.579608,0.537545,1,-0.48056
0.582583,0.589304,1,-1.063701
0.586517,0.603443,1,-0.784781
0.565925,0.636496,1,0.275843
0.571171,0.682176,1,0.411218
0.58292,0.713568,1,0.150325
0.574831,0.726318,1,0.02263
0.577891,0.756663,1,0.009981
0.570103,0.801768,1,-0.216445
0.580386,0.817745,1,-0.363925
0.571854,0.859336,1,-0.898191
0.580998,0.884031,1,-0.756313
0.567204,0.925262,1,-0.004235
0.57909,0.959654,1,0.037473
0.567647,0.989039,1,0.618613
0.598026,0.019131,1,1.332556
0.617209,0.052484,1,1.45925
0.61156,0.081851,1,1.030002
0.621552,0.11186,1,-0.193728
0.621472,0.133348,1,-0.240468
0.609661,0.176267,1,0.429745
0.600041,0.212618,1,0.791365
0.597406,0.253938,1,1.347431
0.599808,0.329678,1,0.917905
0.599628,0.36518,1,0.793532
0.616834,0.382457,1,0.781863
0.620235,0.451839,1,1.590758
0.597464,0.496386,1,0.135096
0.599095,0.524048,1,-0.418098
0.614495,0.551281,1,-0.719328
0.609024,0.582922,1,-1.134939
0.603766,0.608621,1,-0.363477
0.619395,0.647802,1,0.855636
0.600513,0.660061,1,0.671788
0.613545,0.715599,1,-0.142862
0.612993,0.739075,1,-0.072353
0.597661,0.777067,1,0.210008
0.604367,0.788094,1,0.278293
0.60987,0.825869,1,-0.994679
0.618899,0.85483,1,-1.535809
0.611451,0.884341,1,-1.284676
0.613254,0.922311,1,-1.10871
0.614306,0.957593,1,-0.780346
0.609322,0.991526,1,0.327097
0.641016,0.008192,1,0.288792
0.650489,0.084072,1,0.812931
0.639911,0.116759,1,0.137906
0.64125,0.143549,1,0.146725
0.648696,0.164169,1,0.146626
0.643523,0.202314,1,0.41931
0.65012,0.238059,1,0.984181
0.638756,0.257612,1,1.281586
0.648028,0.308001,1,1.680446
0.642856,0.332552,1,1.105435
0.634706,0.351182,1,0.94376
0.645368,0.424949,1,1.520951
0.643053,0.445315,1,1.350924
0.637882,0.524907,1,-0.004922
0.630984,0.541496,1,-0.574847
0.643355,0.58027,1,-0.247675
0.630131,0.600229,1,-0.186075
0.633194,0.650701,1,1.029021
0.636274,0.679841,1,0.138946
0.63739,0.695768,1,-0.090128
0.639775,0.741771,1,-0.34099
0.637755,0.759678,1,-0.485103
0.646647,0.808736,1,-0.970363
0.640323,0.922366,1,-1.263825
0.628726,0.963049,1,-0.617966
0.678581,0.021795,1,-0.469768
0.676855,0.043811,1,0.529312
0.667689,0.085111,1,0.723337
0.672165,0.110258,1,0.152621
0.676437,0.149063,1,0.359319
0.668225,0.160702,1,0.674668
0.680598,0.232587,1,1.152293
0.661428,0.26787,1,1.596481
0.669448,0.284908,1,1.4362
0.674223,0.329366,1,1.710697
0.681532,0.359786,1,1.570562
0.669027,0.38748,1,1.533223
0.660277,0.419628,1,1.466694
0.666153,0.457338,1,1.307382
0.679987,0.472859,1,1.410961
0.669758,0.516217,1,-0.082095
0.669795,0.553072,1,-0.129685
0.666953,0.588835,1,0.059515
0.666455,0.621515,1,0.204212
0.678523,0.644055,1,0.531461
0.660343,0.679605,1,0.487243
0.670805,0.712816,1,0.067596
0.665317,0.735358,1,-0.207169
0.671311,0.769139,1,-0.647156
0.673391,0.786159,1,-1.122492
0.66413,0.826798,1,-1.679093
0.67407,0.861282,1,-1.930435
0.684035,0.911681,1,-1.516705
0.666686,0.960897,1,-0.641349
0.698988,0.016835,1,-0.768675
0.702016,0.050316,1,0.44453
0.702545,0.084096,1,0.404406
0.706207,0.102943,1,0.354
0.700026,0.144674,1,0.55617
0.691923,0.180205,1,1.157123
0.704365,0.197864,1,1.579687
0.699938,0.222551,1,1.558487
0.713878,0.276454,1,1.778794
0.693086,0.287383,1,1.724941
0.700126,0.332781,1,1.392741
0.698379,0.3952,1,1.465679
0.69796,0.42444,1,1.840497
0.702971,0.45125,1,2.113345
0.698384,0.492584,1,1.334913
0.702276,0.54563,1,-0.453118
0.703245,0.567857,1,-0.330384
0.707948,0.618896,1,0.011282
0.709406,0.646745,1,0.597896
0.708476,0.666897,1,0.452561
0.691484,0.692789,1,-0.156056
0.698823,0.745988,1,-0.785392
0.691117,0.763784,1,-0.960888
0.692746,0.794369,1,-1.344499
0.69344,0.835161,1,-2.237985
0.705647,0.857444,1,-2.299426
0.691259,0.933331,1,-1.532524
0.698607,0.949018,1,-1.279162
0.710291,0.979193,1,-0.502718
0.724418,0.009441,1,-0.329343
0.740447,0.049538,1,0.210852
0.730423,0.07652,1,0.168144
0.734059,0.099205,1,-0.135074
0.726391,0.13316,1,0.3813
0.731726,0.16475,1,0.902705
0.729074,0.208675,1,1.70565
0.726363,0.229566,1,1.939639
0.725583,0.259734,1,1.527118
0.739559,0.290898,1,1.183504
0.738967,0.35963,1,0.496488
0.726939,0.395852,1,0.942887
0.722995,0.447001,1,1.644766
0.742239,0.475537,1,1.472859
0.734568,0.517061,1,-0.581234
0.7407,0.555616,1,-0.687105
0.746707,0.571634,1,-0.655654
0.732918,0.636547,1,-0.199543
0.731597,0.677617,1,-0.033096
0.723347,0.704835,1,-0.327568
0.742694,0.771742,1,-0.298743
0.733578,0.806338,1,-1.248863
0.723199,0.819421,1,-1.790532
0.731593,0.853263,1,-2.294562
0.743397,0.899554,1,-2.304774
0.741309,0.932017,1,-1.526867
0.75686,0.023255,1,0.297568
0.764864,0.037941,1,0.394127
0.754263,0.075935,1,0.454059
0.761039,0.109057,1,0.068246
0.771857,0.145761,1,0.742665
0.758549,0.179579,1,0.85185
0.759971,0.196982,1,1.026613
0.753509,0.22454,1,1.148106
0.778099,0.265213,1,0.470265
0.777753,0.285673,1,0.471688
0.769008,0.324971,1,0.122963
0.760811,0.359281,1,0.274561
0.758899,0.380246,1,0.554796
0.763173,0.417954,1,0.435097
0.770044,0.451977,1,0.556487
0.777202,0.492529,1,-0.205774
0.759607,0.513941,1,-0.16017
0.777345,0.541995,1,-0.748443
0.77425,0.572759,1,-1.112695
0.772927,0.611733,1,-0.806133
0.777895,0.628351,1,-0.83399
0.763187,0.665991,1,-0.445001
0.759707,0.701071,1,-0.484157
0.762405,0.728431,1,-0.304648
0.775659,0.762033,1,-0.658532
0.760979,0.797792,1,-0.603599
0.771379,0.831165,1,-1.410593
0.770786,0.888996,1,-2.071777
0.760732,0.918955,1,-1.612142
0.775348,0.947309,1,-1.478266
0.758359,0.97558,1,-0.729378
0.801874,0.007579,1,0.027079
0.7957,0.048,1,0.676618
0.795963,0.071752,1,0.24405
0.790728,0.141669,1,0.707375
0.802348,0.17231,1,0.624504
0.808365,0.192879,1,0.566193
0.803867,0.243399,1,0.525245
0.795537,0.255471,1,0.28648
0.794316,0.28879,1,0.205977
0.802261,0.326389,1,0.304301
0.787818,0.357422,1,-0.087075
0.80601,0.389175,1,0.542075
0.804502,0.428234,1,0.149084
0.802108,0.440986,1,-0.34931
0.806939,0.482108,1,-0.752777
0.78919,0.512015,1,-1.078877
0.808233,0.550777,1,-1.351322
0.799392,0.567965,1,-1.340861
0.787135,0.618245,1,-0.734281
0.800259,0.648859,1,-0.549348
0.79368,0.674249,1,-0.164046
0.795773,0.731024,1,0.030798
0.790518,0.774465,1,-0.881103
0.797939,0.808404,1,-1.536376
0.791479,0.832632,1,-1.752597
0.793951,0.850614,1,-1.633924
0.787431,0.882828,1,-1.612012
0.806973,0.930165,1,-0.810433
0.789438,0.960788,1,-1.002037
0.790398,0.981753,1,0.251991
0.819677,0.008005,1,-0.013294
0.816905,0.053444,1,0.350411
0.822845,0.069666,1,-0.083085
0.831064,0.119979,1,0.167022
0.840399,0.15287,1,0.640439
0.819167,0.215002,1,0.611622
0.822535,0.23156,1,0.440125
0.836342,0.273599,1,-0.30592
0.824339,0.287196,1,-0.013163
0.828105,0.333915,1,0.462725
0.822185,0.362412,1,0.038582
0.838617,0.382283,1,0.19578
0.839946,0.457974,1,-0.760528
0.828559,0.475248,1,-0.988932
0.837854,0.517339,1,-0.512904
0.83388,0.578507,1,-0.927214
0.828252,0.643658,1,0.09621
0.831415,0.675544,1,0.485821
0.830535,0.713325,1,0.238431
0.816479,0.732501,1,-0.211991
0.833798,0.762692,1,-0.24567
0.829072,0.790028,1,-0.997374
0.818482,0.835632,1,-1.712718
0.836815,0.847724,1,-1.766485
0.83979,0.885641,1,-1.321455
0.81953,0.932861,1,-0.464583
0.840491,0.957463,1,0.116618
0.817485,0.99397,1,0.164816
0.852927,0.027427,1,-0.373237
0.848419,0.058682,1,-0.414381
0.85906,0.069723,1,-0.025304
0.864211,0.121687,1,1.26551
0.866506,0.136251,1,1.233354
0.862855,0.168916,1,0.546274
0.8527,0.207459,1,0.526924
0.867042,0.245874,1,0.318777
0.848276,0.261738,1,0.069935
0.851527,0.288633,1,-0.019569
0.850495,0.316467,1,0.439564
0.851982,0.34966,1,0.262367
0.855234,0.387137,1,0.005446
0.848147,0.417599,1,0.05657
0.847726,0.443756,1,-0.827475
0.852194,0.478778,1,-0.529108
