x,y,t,z
0.33159,0.514829,58,-0.843117
0.574125,0.325646,61,0.26403
0.670078,0.800993,21,-0.753816
0.621432,0.194908,66,-0.120001
0.693137,0.573132,10,0.992745
0.572208,0.703076,35,-0.877063
0.504831,0.171086,5,-1.042354
0.173161,0.302632,63,-0.046972
0.866196,0.539603,82,1.916005
0.668114,0.697511,5,-0.038985
0.108193,0.17256,33,1.028034
0.856865,0.765786,79,0.499764
0.011667,0.772456,82,-1.363817
0.131193,0.426039,98,-0.778473
0.957055,0.730515,75,1.216266
0.556022,0.361894,93,-0.145845
0.306813,0.025906,54,-0.01557
0.433051,0.615139,17,-0.292237
0.675464,0.590378,27,-0.052783
0.712788,0.003647,54,0.221346
0.849087,0.70347,43,-0.644969
0.238624,0.395777,31,-1.607725
0.733006,0.928817,67,-0.424084
0.556022,0.361894,36,-1.1863
0.08938,0.362376,33,0.465172
0.711343,0.320035,27,-0.332442
0.398876,0.103248,19,0.302276
0.518901,0.415104,83,-0.183174
0.94347,0.507044,24,0.505494
0.604538,0.222829,69,0.114739
0.49601,0.018048,64,1.255626
0.285412,0.827746,32,0.078756
0.725707,0.576992,44,-0.656046
0.545354,0.326286,46,0.466944
0.925667,0.440965,58,0.90654
0.645432,0.580374,75,0.450483
0.765873,0.941643,74,-1.141543
0.396948,0.480124,21,-0.745458
0.951204,0.365234,5,-0.526262
0.05201,0.394795,70,0.275934
0.481055,0.364588,38,-1.192669
0.348138,0.628292,7,-0.437441
0.383291,0.351959,74,-0.582625
0.737841,0.598688,83,0.279341
0.578253,0.794272,1,-0.587888
0.040651,0.828594,75,-1.285331
0.5802,0.923068,48,-0.92007
0.577341,0.012146,29,0.875756
0.857394,0.394145,8,0.516409
0.277583,0.194482,59,0.889601
0.771826,0.262855,3,1.363065
0.690665,0.23055,31,1.001323
0.724871,0.379649,18,-0.110927
0.483857,0.22575,8,-0.090333
0.635667,0.669406,77,0.3612
0.423539,0.410221,46,-0.003864
0.730193,0.072489,10,0.339611
0.773808,0.202265,62,1.77191
0.484885,0.983593,20,-0.877145
0.14818,0.448836,81,-1.324302
0.568353,0.369469,50,-0.261762
0.74613,0.525092,50,0.729452
0.488356,0.573564,91,-0.668163
0.297758,0.117141,53,-0.342018
0.23578,0.633268,39,-1.082366
0.058819,0.416476,100,-0.53863
0.680508,0.29033,5,-0.443634
0.9297,0.888094,69,0.264134
0.729744,0.885905,38,-0.819277
0.791347,0.816069,35,0.458361
0.458458,0.952879,87,-0.351332
0.72605,0.36975,3,1.688725
0.135042,0.288046,57,-0.979022
0.830733,0.8373,45,-0.7937
0.423005,0.804247,52,-0.108781
0.893603,0.482703,79,0.26749
0.914093,0.23509,76,0.598586
0.206409,0.95059,58,-0.420159
0.073844,0.773457,68,-1.381032
0.641586,0.738585,98,-0.710923
0.352401,0.385477,28,-0.646838
0.146588,0.39046,77,-0.404128
0.92884,0.295992,88,1.098042
0.897927,0.950747,20,0.164051
0.196836,0.731368,11,-1.263717
0.866196,0.539603,3,1.44175
0.028099,0.44508,5,-1.417794
0.893241,0.519575,28,1.123219
0.448559,0.515006,30,0.216464
0.182264,0.432004,10,-1.071244
0.633159,0.527477,8,0.276816
0.323968,0.94767,32,0.280869
0.538058,0.269829,69,0.454303
0.171911,0.977008,84,-0.316223
0.147926,0.82988,43,-1.652329
0.994504,0.089251,66,-0.379925
0.994839,0.214212,93,0.116996
0.051457,0.366646,11,-0.282195
0.897769,0.926297,94,-0.042718
0.638405,0.786255,15,0.2027
0.238992,0.049986,27,-1.290474
0.349797,0.585661,55,-0.562558
0.197805,0.052257,92,1.387237
0.647296,0.865192,73,-0.42329
0.89802,0.744402,39,0.423711
0.827923,0.704741,97,0.728848
0.346992,0.235246,20,-0.491805
0.384295,0.714114,95,-0.213425
0.317542,0.741769,23,0.100147
0.724717,0.82197,99,-0.993251
0.047904,0.192721,43,0.9942
0.838381,0.115744,84,0.050464
0.921116,0.772922,52,0.33272
0.384295,0.714114,92,-0.094858
0.385386,0.926686,87,-0.51067
0.383236,0.067646,96,0.35203
0.399963,0.0132,37,-1.212013
0.076487,0.324785,75,-0.819399
0.64391,0.956663,37,0.119105
0.327779,0.709164,30,-0.536817
0.137569,0.95668,48,-1.231814
0.177193,0.047571,35,-0.029337
0.495739,0.860085,71,-0.527288
0.383291,0.351959,67,0.653993
0.042762,0.635726,66,0.113596
0.636495,0.378167,84,1.133272
0.496471,0.302107,82,0.625416
0.857394,0.394145,77,0.045388
0.246387,0.587525,25,-1.820821
0.413294,0.769741,75,-0.482071
0.791542,0.8838,37,-0.119068
0.199344,0.785164,42,-0.859562
0.488356,0.573564,68,-2.276534
0.304665,0.161957,24,-1.359587
0.797632,0.133551,77,-0.589105
0.109764,0.212218,28,-1.093834
0.349652,0.081421,84,0.245232
0.890597,0.838024,2,-0.512432
0.456185,0.535433,32,1.620396
0.161653,0.536422,6,-1.238901
0.4737,0.048593,9,0.491204
0.607726,0.300311,50,-0.317712
0.602135,0.928584,79,1.160104
0.668114,0.697511,48,-0.245883
0.773808,0.202265,49,0.203266
0.45893,0.008474,62,-0.417459
0.306813,0.025906,44,-1.268149
0.169123,0.485957,92,-0.079769
0.554457,0.074176,82,0.177084
0.618957,0.848086,13,1.258084
0.554457,0.074176,21,-1.072982
0.332472,0.613376,70,-0.854214
0.231087,0.711439,38,-2.097744
0.028099,0.44508,38,-1.989514
0.709978,0.460706,54,0.307886
0.215199,0.481874,38,-1.850196
0.86414,0.351591,19,-0.585601
0.008704,0.505639,18,-2.060256
0.546935,0.6738,27,-0.760107
0.484829,0.790525,63,-0.718592
0.116996,0.743411,93,-1.95496
0.62049,0.977796,75,1.153798
0.257339,0.244225,40,-1.448482
0.238595,0.006271,61,0.357272
0.894497,0.534709,90,2.070125
0.763876,0.667179,100,0.326325
0.724717,0.82197,14,0.329497
0.108507,0.932002,80,-2.238127
0.804442,0.854248,16,-0.376132
0.724277,0.414667,5,-0.021751
0.808112,0.212462,19,-0.238799
0.855771,0.161892,92,0.669706
0.557282,0.786585,92,-0.153308
0.597851,0.020572,42,0.338268
0.764375,0.889571,14,0.294977
0.728099,0.954946,57,1.017157
0.820441,0.490282,9,1.169625
0.930346,0.584022,39,0.863208
0.20493,0.618217,51,-0.906978
0.758237,0.708936,13,1.345223
0.194414,0.112502,8,-0.313747
0.23578,0.633268,26,-0.597109
0.15129,0.86014,59,-0.694087
0.764375,0.889571,65,1.375611
0.862095,0.129519,76,0.709319
0.513179,0.652027,36,-1.173976
0.456327,0.44321,66,-0.131087
0.805983,0.642297,99,-0.952338
0.551605,0.861557,53,-0.559371
0.645932,0.19492,3,1.229424
0.331126,0.996184,81,-0.759419
0.771185,0.857669,35,0.334582
0.714843,0.700024,84,0.640903
0.582319,0.181991,39,0.558793
0.356039,0.29862,69,0.27053
0.910947,0.022246,86,-0.77182
0.073946,0.663927,22,-0.753713
0.398876,0.103248,95,0.547367
0.28585,0.486805,19,-1.107853
0.741677,0.760186,3,1.412696
0.629638,0.337409,48,-0.323949
0.020659,0.200839,100,-0.564942
0.08938,0.362376,1,-1.874105
0.74613,0.525092,57,1.419685
0.007824,0.888135,17,-0.603866
0.820669,0.629086,38,-0.458069
0.2946,0.432676,41,-1.109361
0.142241,0.138224,76,0.175366
0.29738,0.271752,5,-0.863795
0.427624,0.379739,62,0.149946
0.739763,0.541948,64,2.243061
0.509605,0.509946,48,-0.883015
0.112064,0.305791,38,-1.744504
0.829839,0.165809,41,-0.877916
0.224492,0.441802,92,-0.171782
0.868009,0.741555,56,-0.519614
0.607726,0.300311,84,0.921815
0.261992,0.890111,100,-0.23201
0.496471,0.302107,35,0.385203
0.582319,0.181991,56,0.364894
0.866466,0.461035,20,-0.837986
0.304665,0.161957,38,-1.057349
0.830733,0.8373,32,0.295274
0.4737,0.048593,75,-0.804635
0.509605,0.509946,7,0.478901
0.505425,0.273013,90,1.57479
0.517664,0.350108,16,-0.003077
0.042762,0.635726,8,-0.939148
0.235228,0.955622,83,-1.981922
0.201016,0.924642,3,1.003593
0.64391,0.956663,88,0.532117
0.920902,0.352543,89,0.013169
0.714843,0.700024,91,0.788607
0.663493,0.859357,98,-0.588363
0.994504,0.089251,21,-0.633332
0.459645,0.327575,41,-0.732677
0.179732,0.17134,12,-0.882931
0.058819,0.416476,36,-1.153019
0.462059,0.203633,96,0.401438
0.332846,0.035821,17,0.971737
0.620094,0.069156,43,0.108345
0.147926,0.82988,40,-1.029855
0.819182,0.671448,66,-0.104353
0.619966,0.577623,2,0.244569
0.661345,0.947441,97,-1.412141
0.401421,0.212425,54,0.173415
0.051963,0.071492,33,1.312334
0.92884,0.295992,76,0.563115
0.598373,0.140231,29,1.077426
0.583416,0.297421,20,0.010503
0.692921,0.950674,12,-0.408032
0.574704,0.402933,78,0.532456
0.963659,0.338072,54,0.55068
0.142241,0.138224,41,-0.298551
0.236646,0.722636,24,-0.925499
0.946875,0.225233,5,-0.69295
0.866043,0.233948,78,-0.946599
0.954506,0.808805,57,0.11788
0.916571,0.07998,81,0.413447
0.429987,0.941325,45,0.092362
0.698829,0.7304,25,-0.298439
0.538928,0.202941,53,-0.457189
0.507165,0.8871,31,-0.718423
0.54573,0.055336,16,-0.429831
0.636495,0.378167,81,1.07592
0.118576,0.59721,99,-1.829826
0.664401,0.518472,50,0.810826
0.142241,0.138224,63,-0.091753
0.540892,0.167935,11,1.010033
0.028099,0.44508,87,-0.300058
0.540392,0.990645,88,0.052611
0.110395,0.683388,62,-1.600007
0.041836,0.457646,73,-0.430253
0.504232,0.693682,29,-0.892038
0.680348,0.379114,20,-0.076913
0.520317,0.991117,91,0.02749
0.445122,0.706289,57,-0.652659
0.348089,0.660403,100,0.304098
0.137569,0.95668,41,-1.679039
0.645348,0.650778,33,0.066618
0.380562,0.723408,50,-0.948437
0.994839,0.214212,29,0.515141
0.715079,0.198726,18,-0.043264
0.184028,0.327576,74,-0.694024
0.484966,0.75322,48,-0.970597
0.765246,0.646597,8,0.456999
0.429987,0.941325,13,1.04203
0.556022,0.361894,75,-0.037213
0.857394,0.394145,96,0.86466
0.307778,0.301954,5,-1.044482
0.921683,0.599136,26,-0.053146
0.524248,0.660756,48,-1.153707
0.484966,0.75322,66,-0.108467
0.848927,0.613034,73,0.519744
0.661345,0.947441,69,0.102899
0.008704,0.505639,94,0.420795
0.737841,0.598688,1,-0.117827
0.129715,0.879358,14,0.497405
0.669014,0.106229,29,1.076087
0.724277,0.414667,65,2.181527
0.652827,0.302945,81,0.955483
0.923069,0.82978,94,0.110157
0.58615,0.746458,15,0.21841
0.51949,0.387889,28,-0.007007
0.926706,0.166566,25,0.275968
0.068619,0.558843,79,-0.477745
0.849087,0.70347,1,-0.272292
0.346992,0.235246,29,0.93782
0.894497,0.534709,1,-0.526557
0.92616,0.920992,93,-0.523292
0.378851,0.637495,15,0.029411
0.513179,0.652027,46,0.141863
0.683647,0.359375,93,0.475052
0.901734,0.765045,82,2.147399
0.712974,0.913902,81,0.63924
0.739763,0.541948,97,0.567335
0.233041,0.300687,37,-0.943387
0.690665,0.23055,84,1.332443
0.40964,0.707792,94,-1.227281
0.957242,0.212374,64,2.491857
0.765873,0.941643,6,-0.032788
0.445674,0.600912,92,-0.121678
0.863402,0.291952,21,-0.607763
0.180323,0.882028,85,-0.313324
0.462049,0.805096,21,-0.106496
0.445523,0.924731,15,-0.516
0.925667,0.440965,11,0.57879
0.765246,0.646597,2,0.814124
0.484829,0.790525,24,-0.198052
0.950693,0.289616,94,1.036742
0.602135,0.928584,33,0.263998
0.477177,0.072499,6,-0.410367
0.348828,0.950336,73,-1.515714
0.117533,0.894295,42,-1.614556
0.141677,0.802099,92,-1.125089
0.836242,0.52357,23,-0.796705
0.120076,0.948345,59,-0.459541
0.819182,0.671448,39,0.315453
0.960389,0.021514,5,-1.958325
0.190891,0.990314,78,-0.699505
0.771185,0.857669,85,1.634483
0.694361,0.390662,74,-0.132447
0.005219,0.115152,4,0.108356
0.385526,0.163564,9,-0.449606
0.755944,0.177296,31,0.902591
0.869712,0.118699,48,-0.712896
0.763876,0.667179,65,1.907393
0.29735,0.693159,92,-0.696368
0.161653,0.536422,89,-0.585551
0.008704,0.505639,16,-1.325504
0.110728,0.130687,68,-1.224391
0.10549,0.358478,51,-0.425405
0.775977,0.485997,78,0.530154
0.048046,0.12926,34,0.938602
0.453854,0.350491,59,0.331259
0.379138,0.860787,83,-1.83987
0.246387,0.587525,53,-0.978289
0.321083,0.447018,55,-1.159729
0.581546,0.571397,62,0.720474
0.066556,0.180257,73,0.583958
0.340604,0.370492,48,-1.371076
0.068619,0.558843,26,-0.958195
0.00594,0.367244,59,-0.109216
0.383291,0.351959,52,-0.093675
0.420242,0.638877,3,1.814477
0.215388,0.816276,27,-2.040498
0.137888,0.022588,92,1.711546
0.765296,0.069644,19,-0.557823
0.011667,0.772456,44,-1.341233
0.515738,0.005819,42,0.44012
0.64391,0.956663,19,-0.395585
0.556022,0.361894,22,-0.675497
0.285412,0.827746,3,1.257842
0.118135,0.505168,40,-2.207973
0.994504,0.089251,71,-0.861822
0.323165,0.416392,58,-0.479446
0.226198,0.521215,56,-0.145426
0.773808,0.202265,43,-0.028081
0.819979,0.260572,78,-0.815999
0.117963,0.479392,72,0.762748
0.340604,0.370492,41,-0.913692
0.169123,0.485957,5,-1.191255
0.231087,0.711439,58,-1.546519
0.948041,0.380488,62,1.816804
0.141286,0.178102,100,-0.161951
0.713167,0.863518,73,-0.421951
0.276094,0.30391,91,-0.562146
0.557282,0.786585,21,-0.178758
0.111195,0.549311,52,-0.7817
0.44525,0.264163,79,0.334201
0.274171,0.659398,30,-0.767707
0.380093,0.621679,40,-1.277058
0.039038,0.299138,54,-0.173201
0.331126,0.996184,1,-0.9352
0.89802,0.744402,66,-0.28429
0.254313,0.106567,52,0.176244
0.159544,0.078291,25,-1.240671
0.805883,0.559256,41,-1.213078
0.724717,0.82197,33,-0.191418
0.786294,0.581807,92,0.584751
0.317133,0.222826,62,0.256202
0.16263,0.940708,2,-0.144214
0.020702,0.99192,99,-1.929465
0.646097,0.598817,23,0.845926
0.545354,0.326286,60,0.945449
0.383291,0.351959,40,-0.886891
0.526018,0.926185,96,1.900245
0.246387,0.587525,83,-1.478492
0.915665,0.132241,31,0.609953
0.793946,0.987623,18,1.056197
0.213075,0.129787,41,-0.676338
0.568353,0.369469,5,-0.317351
0.64391,0.956663,90,1.515595
0.28585,0.486805,3,0.889096
0.765296,0.069644,22,-1.382531
0.423005,0.804247,34,0.84878
0.784776,0.384848,69,0.869766
0.137588,0.671822,40,-1.706799
0.182264,0.432004,46,-0.87264
0.508924,0.725282,31,-1.280539
0.4261,0.847802,30,0.018206
0.822654,0.201962,66,0.236231
0.182264,0.432004,93,-1.173782
0.964571,0.840085,57,-0.010597
0.771826,0.262855,58,0.729806
0.733006,0.928817,58,-0.516015
0.805635,0.51026,33,-0.028103
0.172559,0.389576,80,-1.112516
0.664447,0.726623,21,-0.615803
0.129588,0.983994,87,-0.554755
0.046205,0.572878,52,-0.65311
0.546935,0.6738,32,1.187132
0.850235,0.433911,51,0.337436
0.006319,0.069549,2,-0.99547
0.897769,0.926297,81,1.472666
0.890563,0.391425,85,1.63318
0.20493,0.618217,71,-1.586914
0.957055,0.730515,38,-1.289102
0.483087,0.885058,88,0.131276
0.755231,0.514029,57,1.51162
0.621489,0.735438,15,0.222683
0.078715,0.632539,59,-0.702613
0.554457,0.074176,54,0.331052
0.238992,0.049986,25,-1.841485
0.021128,0.242567,10,-0.291989
0.308228,0.98434,89,-0.436119
0.848927,0.613034,75,0.743769
0.618179,0.538485,82,1.181201
0.431055,0.011694,52,-0.081968
0.680384,0.25546,26,0.493116
0.453854,0.350491,40,-0.890292
0.92398,0.202851,65,1.610586
0.163897,0.825122,49,-0.380071
0.548469,0.902184,37,-0.342706
0.041836,0.457646,55,-0.591422
0.923069,0.82978,18,0.21826
0.146716,0.261341,58,-1.136645
0.070116,0.832127,37,0.539841
0.274534,0.393176,41,-0.943555
0.197805,0.052257,42,-0.303773
0.397621,0.22529,6,0.022508
0.027712,0.914048,46,-1.543903
0.555922,0.574001,10,-0.110652
0.378684,0.994957,98,-0.091181
0.693654,0.179668,33,-0.079408
0.763876,0.667179,25,-0.158827
0.378851,0.637495,71,-0.676248
0.652827,0.302945,29,1.334475
0.442326,0.764784,3,1.944008
0.078715,0.632539,77,-0.407302
0.805883,0.559256,53,0.344545
0.933521,0.275696,19,-0.679827
0.796297,0.010572,44,-0.726159
0.421451,0.17056,83,-0.811636
0.041118,0.099045,51,0.341304
0.102831,0.041178,84,0.687162
0.067631,0.227598,32,0.268615
0.794983,0.422524,51,0.646717
0.182264,0.432004,11,-0.650226
0.012708,0.635929,17,-0.693106
0.929345,0.334522,14,0.005572
0.1138,0.276958,90,0.142255
0.411148,0.92167,69,-0.081242
0.503924,0.834901,58,-0.766522
0.520317,0.991117,36,-0.855166
0.459645,0.327575,43,-0.85223
0.621432,0.194908,87,-0.468403
0.323165,0.416392,13,-0.004464
0.075207,0.859074,31,-1.454299
0.421049,0.990779,14,1.463791
0.058819,0.416476,10,-1.036024
0.108827,0.397216,96,0.423218
0.990846,0.133572,82,0.375115
0.828372,0.455163,11,0.620296
0.771185,0.857669,76,0.238523
0.546342,0.224372,59,0.816694
0.915665,0.132241,95,1.059026
0.445122,0.706289,10,-1.103362
0.690918,0.28519,34,1.32386
0.642886,0.276787,4,-0.700581
0.076487,0.324785,81,-1.194564
0.505425,0.273013,18,0.126681
0.507601,0.551488,13,0.81908
0.865552,0.668436,16,-0.658408
0.729791,0.977355,66,-0.330137
0.23578,0.633268,95,-1.073469
0.857417,0.890011,13,0.524984
0.957171,0.262004,82,1.384421
0.822993,0.738526,38,-0.436399
0.619133,0.051272,15,0.200829
0.254152,0.359482,49,-0.669407
0.319572,0.584543,63,-0.242713
0.794983,0.422524,49,0.312686
0.947846,0.962204,77,0.564942
0.604798,0.621464,79,1.011936
0.380313,0.15009,32,0.849511
0.728099,0.954946,100,0.943379
0.196894,0.308601,77,-0.072198
